Namespace(batch_size=48, data='/media/atsg/Data/datasets/SUN_ARM_project', input_sz=112, lr=0.001, lr_factor=0.75, model='arm_network_v3.6', momentum=0.9, num_class=2, num_gpus=1, num_workers=4, wd=0.0001)
[Epoch 0] Train-acc: 0.515, loss: 0.803 | Val-acc: 0.656 | time: 4.6
[Epoch 1] Train-acc: 0.614, loss: 0.651 | Val-acc: 0.638 | time: 4.3
[Epoch 2] Train-acc: 0.642, loss: 0.643 | Val-acc: 0.577 | time: 4.4
[Epoch 3] Train-acc: 0.646, loss: 0.648 | Val-acc: 0.656 | time: 4.4
[Epoch 4] Train-acc: 0.654, loss: 0.618 | Val-acc: 0.703 | time: 4.3
[Epoch 5] Train-acc: 0.662, loss: 0.618 | Val-acc: 0.698 | time: 4.3
[Epoch 6] Train-acc: 0.665, loss: 0.608 | Val-acc: 0.701 | time: 4.3
[Epoch 7] Train-acc: 0.655, loss: 0.612 | Val-acc: 0.719 | time: 4.3
[Epoch 8] Train-acc: 0.668, loss: 0.602 | Val-acc: 0.703 | time: 4.3
[Epoch 9] Train-acc: 0.688, loss: 0.596 | Val-acc: 0.700 | time: 4.3
[Epoch 10] Train-acc: 0.689, loss: 0.591 | Val-acc: 0.673 | time: 4.3
[Epoch 11] Train-acc: 0.675, loss: 0.604 | Val-acc: 0.673 | time: 4.2
[Epoch 12] Train-acc: 0.685, loss: 0.592 | Val-acc: 0.685 | time: 4.3
[Epoch 13] Train-acc: 0.682, loss: 0.584 | Val-acc: 0.678 | time: 4.3
[Epoch 14] Train-acc: 0.683, loss: 0.595 | Val-acc: 0.644 | time: 4.2
[Epoch 15] Train-acc: 0.696, loss: 0.587 | Val-acc: 0.698 | time: 4.3
[Epoch 16] Train-acc: 0.704, loss: 0.581 | Val-acc: 0.725 | time: 4.3
[Epoch 17] Train-acc: 0.699, loss: 0.584 | Val-acc: 0.707 | time: 4.3
[Epoch 18] Train-acc: 0.720, loss: 0.559 | Val-acc: 0.730 | time: 4.4
[Epoch 19] Train-acc: 0.718, loss: 0.564 | Val-acc: 0.678 | time: 4.3
[Epoch 20] Train-acc: 0.721, loss: 0.563 | Val-acc: 0.725 | time: 4.4
