Namespace(batch_size=64, data='/media/atsg/Data/datasets/SUN_ARM_project', epochs=100, input_sz=112, lr=0.001, lr_factor=0.75, lr_steps='10,20,30,40,50,70', model='ResNet50_v2', momentum=0.9, num_class=2, num_gpus=1, num_workers=4, wd=0.0001)
[Epoch 0] Train-acc: 0.655, loss: 0.609 | Val-acc: 0.768 | time: 11.8
[Epoch 55] Train-acc: 0.969, loss: 0.078 | Val-acc: 0.903 | time: 5.9
[Epoch 56] Train-acc: 0.977, loss: 0.076 | Val-acc: 0.908 | time: 5.8
[Epoch 57] Train-acc: 0.965, loss: 0.088 | Val-acc: 0.901 | time: 5.8
[Epoch 58] Train-acc: 0.972, loss: 0.076 | Val-acc: 0.905 | time: 5.8
[Epoch 59] Train-acc: 0.976, loss: 0.086 | Val-acc: 0.910 | time: 5.8
[Epoch 60] Train-acc: 0.968, loss: 0.086 | Val-acc: 0.899 | time: 6.0
[Epoch 61] Train-acc: 0.970, loss: 0.074 | Val-acc: 0.905 | time: 5.8
[Epoch 62] Train-acc: 0.970, loss: 0.077 | Val-acc: 0.897 | time: 5.9
[Epoch 63] Train-acc: 0.967, loss: 0.081 | Val-acc: 0.896 | time: 5.8
[Epoch 64] Train-acc: 0.972, loss: 0.073 | Val-acc: 0.905 | time: 6.0
[Epoch 65] Train-acc: 0.970, loss: 0.082 | Val-acc: 0.899 | time: 6.1
[Epoch 66] Train-acc: 0.970, loss: 0.076 | Val-acc: 0.899 | time: 5.9
[Epoch 67] Train-acc: 0.965, loss: 0.078 | Val-acc: 0.905 | time: 5.9
[Epoch 68] Train-acc: 0.965, loss: 0.100 | Val-acc: 0.888 | time: 6.0
[Epoch 69] Train-acc: 0.970, loss: 0.076 | Val-acc: 0.901 | time: 5.9
[Epoch 70] Train-acc: 0.972, loss: 0.074 | Val-acc: 0.901 | time: 6.0
[Epoch 71] Train-acc: 0.976, loss: 0.065 | Val-acc: 0.899 | time: 5.8
[Epoch 72] Train-acc: 0.975, loss: 0.071 | Val-acc: 0.908 | time: 5.9
[Epoch 73] Train-acc: 0.970, loss: 0.079 | Val-acc: 0.897 | time: 6.2
[Epoch 74] Train-acc: 0.975, loss: 0.061 | Val-acc: 0.912 | time: 6.0
[Epoch 75] Train-acc: 0.974, loss: 0.069 | Val-acc: 0.905 | time: 6.0
[Epoch 76] Train-acc: 0.967, loss: 0.082 | Val-acc: 0.905 | time: 6.2
[Epoch 77] Train-acc: 0.977, loss: 0.055 | Val-acc: 0.906 | time: 6.0
[Epoch 78] Train-acc: 0.969, loss: 0.071 | Val-acc: 0.901 | time: 5.9
[Epoch 79] Train-acc: 0.972, loss: 0.077 | Val-acc: 0.899 | time: 6.0
[Epoch 80] Train-acc: 0.970, loss: 0.073 | Val-acc: 0.903 | time: 6.0
[Epoch 81] Train-acc: 0.978, loss: 0.069 | Val-acc: 0.905 | time: 5.9
[Epoch 82] Train-acc: 0.977, loss: 0.063 | Val-acc: 0.899 | time: 6.0
[Epoch 83] Train-acc: 0.970, loss: 0.071 | Val-acc: 0.906 | time: 5.9
[Epoch 84] Train-acc: 0.973, loss: 0.072 | Val-acc: 0.903 | time: 5.8
[Epoch 85] Train-acc: 0.973, loss: 0.071 | Val-acc: 0.899 | time: 5.8
[Epoch 86] Train-acc: 0.977, loss: 0.066 | Val-acc: 0.896 | time: 5.9
[Epoch 87] Train-acc: 0.975, loss: 0.071 | Val-acc: 0.905 | time: 6.0
[Epoch 88] Train-acc: 0.972, loss: 0.079 | Val-acc: 0.903 | time: 6.0
[Epoch 89] Train-acc: 0.971, loss: 0.075 | Val-acc: 0.901 | time: 5.9
[Epoch 90] Train-acc: 0.971, loss: 0.067 | Val-acc: 0.905 | time: 6.0
[Epoch 91] Train-acc: 0.972, loss: 0.065 | Val-acc: 0.906 | time: 5.9
[Epoch 92] Train-acc: 0.979, loss: 0.058 | Val-acc: 0.905 | time: 5.9
[Epoch 93] Train-acc: 0.978, loss: 0.062 | Val-acc: 0.901 | time: 5.8
[Epoch 94] Train-acc: 0.978, loss: 0.063 | Val-acc: 0.896 | time: 5.9
[Epoch 95] Train-acc: 0.969, loss: 0.071 | Val-acc: 0.896 | time: 6.0
[Epoch 96] Train-acc: 0.978, loss: 0.057 | Val-acc: 0.896 | time: 5.9
[Epoch 97] Train-acc: 0.977, loss: 0.066 | Val-acc: 0.901 | time: 6.1
[Epoch 98] Train-acc: 0.979, loss: 0.057 | Val-acc: 0.897 | time: 6.3
[Epoch 99] Train-acc: 0.976, loss: 0.059 | Val-acc: 0.905 | time: 5.9
[Finished]
