Namespace(batch_size=64, dtype='float32', hard_weight=0.5, input_sz=112, label_smoothing=False, log_interval=200, lr=0.01, lr_decay=0.7, lr_decay_epoch='10,20,30,40,50,70,110,150,200,500,900,1400', lr_decay_period=0, lr_mode='step', mode='hybrid', model='arm_network_v3.4.2', momentum=0.9, num_class=2, num_epochs=2500, num_gpus=1, num_workers=8, resume_epoch=0, resume_params='pretrained/ImageNet_v3.4.2_3378.params', resume_states='', save_frequency=200, teacher=None, temperature=20, warmup_epochs=0, wd=0.0001)
[Epoch 0] Train-acc: 0.699, loss: 0.749 | Val-acc-top1: 0.735 | time: 1.8 | Speed: 926.50 samples/sec | lr: 0.01000000
[Epoch 1] Train-acc: 0.736, loss: 0.610 | Val-acc-top1: 0.742 | time: 1.2 | Speed: 1374.84 samples/sec | lr: 0.01000000
[Epoch 2] Train-acc: 0.780, loss: 0.511 | Val-acc-top1: 0.593 | time: 1.2 | Speed: 1410.37 samples/sec | lr: 0.01000000
[Epoch 3] Train-acc: 0.791, loss: 0.480 | Val-acc-top1: 0.827 | time: 1.2 | Speed: 1368.53 samples/sec | lr: 0.01000000
[Epoch 4] Train-acc: 0.775, loss: 0.497 | Val-acc-top1: 0.852 | time: 1.4 | Speed: 1234.56 samples/sec | lr: 0.01000000
[Epoch 5] Train-acc: 0.790, loss: 0.485 | Val-acc-top1: 0.829 | time: 1.2 | Speed: 1373.66 samples/sec | lr: 0.01000000
[Epoch 6] Train-acc: 0.819, loss: 0.417 | Val-acc-top1: 0.801 | time: 1.2 | Speed: 1391.54 samples/sec | lr: 0.01000000
[Epoch 7] Train-acc: 0.807, loss: 0.421 | Val-acc-top1: 0.831 | time: 1.2 | Speed: 1363.33 samples/sec | lr: 0.01000000
[Epoch 8] Train-acc: 0.825, loss: 0.399 | Val-acc-top1: 0.820 | time: 1.2 | Speed: 1421.75 samples/sec | lr: 0.01000000
[Epoch 9] Train-acc: 0.814, loss: 0.406 | Val-acc-top1: 0.820 | time: 1.2 | Speed: 1363.39 samples/sec | lr: 0.00700000
[Epoch 10] Train-acc: 0.836, loss: 0.366 | Val-acc-top1: 0.796 | time: 1.2 | Speed: 1398.10 samples/sec | lr: 0.00700000
[Epoch 11] Train-acc: 0.844, loss: 0.343 | Val-acc-top1: 0.778 | time: 1.2 | Speed: 1410.93 samples/sec | lr: 0.00700000
[Epoch 12] Train-acc: 0.838, loss: 0.374 | Val-acc-top1: 0.796 | time: 1.2 | Speed: 1362.72 samples/sec | lr: 0.00700000
[Epoch 13] Train-acc: 0.841, loss: 0.357 | Val-acc-top1: 0.838 | time: 1.2 | Speed: 1399.35 samples/sec | lr: 0.00700000
[Epoch 14] Train-acc: 0.850, loss: 0.337 | Val-acc-top1: 0.841 | time: 1.2 | Speed: 1431.32 samples/sec | lr: 0.00700000
[Epoch 15] Train-acc: 0.841, loss: 0.342 | Val-acc-top1: 0.845 | time: 1.2 | Speed: 1428.52 samples/sec | lr: 0.00700000
[Epoch 16] Train-acc: 0.812, loss: 0.464 | Val-acc-top1: 0.838 | time: 1.2 | Speed: 1385.75 samples/sec | lr: 0.00700000
[Epoch 17] Train-acc: 0.876, loss: 0.319 | Val-acc-top1: 0.829 | time: 1.2 | Speed: 1385.08 samples/sec | lr: 0.00700000
[Epoch 18] Train-acc: 0.840, loss: 0.388 | Val-acc-top1: 0.836 | time: 1.2 | Speed: 1394.31 samples/sec | lr: 0.00700000
[Epoch 19] Train-acc: 0.859, loss: 0.334 | Val-acc-top1: 0.836 | time: 1.2 | Speed: 1386.03 samples/sec | lr: 0.00490000
[Epoch 20] Train-acc: 0.874, loss: 0.290 | Val-acc-top1: 0.820 | time: 1.2 | Speed: 1427.45 samples/sec | lr: 0.00490000
[Epoch 21] Train-acc: 0.838, loss: 0.382 | Val-acc-top1: 0.820 | time: 1.2 | Speed: 1372.93 samples/sec | lr: 0.00490000
[Epoch 22] Train-acc: 0.873, loss: 0.302 | Val-acc-top1: 0.829 | time: 1.2 | Speed: 1381.18 samples/sec | lr: 0.00490000
[Epoch 23] Train-acc: 0.867, loss: 0.304 | Val-acc-top1: 0.820 | time: 1.2 | Speed: 1414.96 samples/sec | lr: 0.00490000
[Epoch 24] Train-acc: 0.861, loss: 0.307 | Val-acc-top1: 0.827 | time: 1.2 | Speed: 1430.14 samples/sec | lr: 0.00490000
[Epoch 25] Train-acc: 0.876, loss: 0.301 | Val-acc-top1: 0.843 | time: 1.2 | Speed: 1423.30 samples/sec | lr: 0.00490000
[Epoch 26] Train-acc: 0.874, loss: 0.281 | Val-acc-top1: 0.824 | time: 1.2 | Speed: 1393.35 samples/sec | lr: 0.00490000
[Epoch 27] Train-acc: 0.871, loss: 0.284 | Val-acc-top1: 0.845 | time: 1.2 | Speed: 1381.38 samples/sec | lr: 0.00490000
[Epoch 28] Train-acc: 0.871, loss: 0.292 | Val-acc-top1: 0.721 | time: 1.2 | Speed: 1432.90 samples/sec | lr: 0.00343000
[Epoch 29] Train-acc: 0.878, loss: 0.287 | Val-acc-top1: 0.834 | time: 1.2 | Speed: 1421.55 samples/sec | lr: 0.00343000
[Epoch 30] Train-acc: 0.883, loss: 0.278 | Val-acc-top1: 0.824 | time: 1.2 | Speed: 1389.13 samples/sec | lr: 0.00343000
[Epoch 31] Train-acc: 0.880, loss: 0.285 | Val-acc-top1: 0.820 | time: 1.2 | Speed: 1365.80 samples/sec | lr: 0.00343000
[Epoch 32] Train-acc: 0.873, loss: 0.304 | Val-acc-top1: 0.848 | time: 1.2 | Speed: 1419.03 samples/sec | lr: 0.00343000
[Epoch 33] Train-acc: 0.880, loss: 0.285 | Val-acc-top1: 0.820 | time: 1.2 | Speed: 1376.06 samples/sec | lr: 0.00343000
[Epoch 34] Train-acc: 0.893, loss: 0.258 | Val-acc-top1: 0.824 | time: 1.2 | Speed: 1391.63 samples/sec | lr: 0.00343000
[Epoch 35] Train-acc: 0.891, loss: 0.257 | Val-acc-top1: 0.843 | time: 1.2 | Speed: 1389.65 samples/sec | lr: 0.00343000
[Epoch 36] Train-acc: 0.892, loss: 0.256 | Val-acc-top1: 0.813 | time: 1.2 | Speed: 1421.89 samples/sec | lr: 0.00343000
[Epoch 37] Train-acc: 0.894, loss: 0.266 | Val-acc-top1: 0.836 | time: 1.2 | Speed: 1385.07 samples/sec | lr: 0.00343000
[Epoch 38] Train-acc: 0.882, loss: 0.263 | Val-acc-top1: 0.827 | time: 1.2 | Speed: 1391.03 samples/sec | lr: 0.00240100
[Epoch 39] Train-acc: 0.891, loss: 0.259 | Val-acc-top1: 0.838 | time: 1.2 | Speed: 1404.61 samples/sec | lr: 0.00240100
[Epoch 40] Train-acc: 0.903, loss: 0.230 | Val-acc-top1: 0.841 | time: 1.2 | Speed: 1384.75 samples/sec | lr: 0.00240100
[Epoch 41] Train-acc: 0.903, loss: 0.234 | Val-acc-top1: 0.831 | time: 1.2 | Speed: 1419.16 samples/sec | lr: 0.00240100
[Epoch 42] Train-acc: 0.889, loss: 0.262 | Val-acc-top1: 0.822 | time: 1.2 | Speed: 1388.20 samples/sec | lr: 0.00240100
[Epoch 43] Train-acc: 0.905, loss: 0.220 | Val-acc-top1: 0.848 | time: 1.2 | Speed: 1415.27 samples/sec | lr: 0.00240100
[Epoch 44] Train-acc: 0.890, loss: 0.253 | Val-acc-top1: 0.824 | time: 1.2 | Speed: 1411.42 samples/sec | lr: 0.00240100
[Epoch 45] Train-acc: 0.899, loss: 0.247 | Val-acc-top1: 0.845 | time: 1.2 | Speed: 1410.55 samples/sec | lr: 0.00240100
[Epoch 46] Train-acc: 0.910, loss: 0.225 | Val-acc-top1: 0.843 | time: 1.2 | Speed: 1387.68 samples/sec | lr: 0.00240100
[Epoch 47] Train-acc: 0.894, loss: 0.239 | Val-acc-top1: 0.820 | time: 1.2 | Speed: 1384.00 samples/sec | lr: 0.00240100
[Epoch 48] Train-acc: 0.907, loss: 0.232 | Val-acc-top1: 0.831 | time: 1.3 | Speed: 1355.75 samples/sec | lr: 0.00168070
[Epoch 49] Train-acc: 0.912, loss: 0.213 | Val-acc-top1: 0.838 | time: 1.2 | Speed: 1412.87 samples/sec | lr: 0.00168070
[Epoch 50] Train-acc: 0.905, loss: 0.244 | Val-acc-top1: 0.824 | time: 1.2 | Speed: 1365.11 samples/sec | lr: 0.00168070
[Epoch 51] Train-acc: 0.899, loss: 0.237 | Val-acc-top1: 0.824 | time: 1.2 | Speed: 1394.17 samples/sec | lr: 0.00168070
[Epoch 52] Train-acc: 0.912, loss: 0.231 | Val-acc-top1: 0.843 | time: 1.2 | Speed: 1374.54 samples/sec | lr: 0.00168070
[Epoch 53] Train-acc: 0.904, loss: 0.217 | Val-acc-top1: 0.834 | time: 1.2 | Speed: 1401.09 samples/sec | lr: 0.00168070
[Epoch 54] Train-acc: 0.904, loss: 0.228 | Val-acc-top1: 0.824 | time: 1.2 | Speed: 1367.70 samples/sec | lr: 0.00168070
[Epoch 55] Train-acc: 0.912, loss: 0.210 | Val-acc-top1: 0.834 | time: 1.2 | Speed: 1402.49 samples/sec | lr: 0.00168070
[Epoch 56] Train-acc: 0.920, loss: 0.210 | Val-acc-top1: 0.848 | time: 1.2 | Speed: 1399.03 samples/sec | lr: 0.00168070
[Epoch 57] Train-acc: 0.918, loss: 0.210 | Val-acc-top1: 0.841 | time: 1.2 | Speed: 1411.61 samples/sec | lr: 0.00168070
[Epoch 58] Train-acc: 0.900, loss: 0.235 | Val-acc-top1: 0.829 | time: 1.2 | Speed: 1388.52 samples/sec | lr: 0.00168070
[Epoch 59] Train-acc: 0.911, loss: 0.235 | Val-acc-top1: 0.822 | time: 1.2 | Speed: 1358.40 samples/sec | lr: 0.00168070
[Epoch 60] Train-acc: 0.916, loss: 0.207 | Val-acc-top1: 0.838 | time: 1.2 | Speed: 1410.95 samples/sec | lr: 0.00168070
[Epoch 61] Train-acc: 0.901, loss: 0.237 | Val-acc-top1: 0.834 | time: 1.2 | Speed: 1405.50 samples/sec | lr: 0.00168070
[Epoch 62] Train-acc: 0.907, loss: 0.235 | Val-acc-top1: 0.836 | time: 1.3 | Speed: 1330.42 samples/sec | lr: 0.00168070
[Epoch 63] Train-acc: 0.910, loss: 0.226 | Val-acc-top1: 0.836 | time: 1.2 | Speed: 1412.44 samples/sec | lr: 0.00168070
[Epoch 64] Train-acc: 0.910, loss: 0.213 | Val-acc-top1: 0.843 | time: 1.2 | Speed: 1390.36 samples/sec | lr: 0.00168070
[Epoch 65] Train-acc: 0.918, loss: 0.216 | Val-acc-top1: 0.848 | time: 1.2 | Speed: 1394.80 samples/sec | lr: 0.00168070
[Epoch 66] Train-acc: 0.914, loss: 0.226 | Val-acc-top1: 0.836 | time: 1.2 | Speed: 1379.08 samples/sec | lr: 0.00168070
[Epoch 67] Train-acc: 0.897, loss: 0.229 | Val-acc-top1: 0.836 | time: 1.2 | Speed: 1366.88 samples/sec | lr: 0.00117649
[Epoch 68] Train-acc: 0.918, loss: 0.208 | Val-acc-top1: 0.841 | time: 1.2 | Speed: 1399.68 samples/sec | lr: 0.00117649
[Epoch 69] Train-acc: 0.923, loss: 0.201 | Val-acc-top1: 0.841 | time: 1.2 | Speed: 1396.52 samples/sec | lr: 0.00117649
[Epoch 70] Train-acc: 0.917, loss: 0.223 | Val-acc-top1: 0.843 | time: 1.2 | Speed: 1404.47 samples/sec | lr: 0.00117649
[Epoch 71] Train-acc: 0.917, loss: 0.205 | Val-acc-top1: 0.831 | time: 1.2 | Speed: 1389.99 samples/sec | lr: 0.00117649
[Epoch 72] Train-acc: 0.922, loss: 0.200 | Val-acc-top1: 0.834 | time: 1.2 | Speed: 1383.86 samples/sec | lr: 0.00117649
[Epoch 73] Train-acc: 0.909, loss: 0.225 | Val-acc-top1: 0.841 | time: 1.2 | Speed: 1359.32 samples/sec | lr: 0.00117649
[Epoch 74] Train-acc: 0.920, loss: 0.195 | Val-acc-top1: 0.845 | time: 1.2 | Speed: 1389.65 samples/sec | lr: 0.00117649
[Epoch 75] Train-acc: 0.922, loss: 0.195 | Val-acc-top1: 0.836 | time: 1.2 | Speed: 1398.71 samples/sec | lr: 0.00117649
[Epoch 76] Train-acc: 0.928, loss: 0.186 | Val-acc-top1: 0.836 | time: 1.2 | Speed: 1378.45 samples/sec | lr: 0.00117649
[Epoch 77] Train-acc: 0.923, loss: 0.200 | Val-acc-top1: 0.841 | time: 1.2 | Speed: 1376.74 samples/sec | lr: 0.00117649
[Epoch 78] Train-acc: 0.919, loss: 0.215 | Val-acc-top1: 0.838 | time: 1.2 | Speed: 1391.08 samples/sec | lr: 0.00117649
[Epoch 79] Train-acc: 0.925, loss: 0.197 | Val-acc-top1: 0.843 | time: 1.2 | Speed: 1356.67 samples/sec | lr: 0.00117649
[Epoch 80] Train-acc: 0.912, loss: 0.214 | Val-acc-top1: 0.834 | time: 1.3 | Speed: 1318.89 samples/sec | lr: 0.00117649
[Epoch 81] Train-acc: 0.916, loss: 0.215 | Val-acc-top1: 0.836 | time: 1.2 | Speed: 1383.71 samples/sec | lr: 0.00117649
[Epoch 82] Train-acc: 0.917, loss: 0.213 | Val-acc-top1: 0.843 | time: 1.2 | Speed: 1372.79 samples/sec | lr: 0.00117649
[Epoch 83] Train-acc: 0.923, loss: 0.202 | Val-acc-top1: 0.836 | time: 1.2 | Speed: 1387.20 samples/sec | lr: 0.00117649
[Epoch 84] Train-acc: 0.926, loss: 0.195 | Val-acc-top1: 0.831 | time: 1.2 | Speed: 1412.75 samples/sec | lr: 0.00117649
[Epoch 85] Train-acc: 0.924, loss: 0.185 | Val-acc-top1: 0.836 | time: 1.2 | Speed: 1376.89 samples/sec | lr: 0.00117649
[Epoch 86] Train-acc: 0.912, loss: 0.212 | Val-acc-top1: 0.848 | time: 1.2 | Speed: 1386.11 samples/sec | lr: 0.00117649
[Epoch 87] Train-acc: 0.928, loss: 0.184 | Val-acc-top1: 0.831 | time: 1.2 | Speed: 1390.33 samples/sec | lr: 0.00117649
[Epoch 88] Train-acc: 0.913, loss: 0.209 | Val-acc-top1: 0.831 | time: 1.2 | Speed: 1413.72 samples/sec | lr: 0.00117649
[Epoch 89] Train-acc: 0.924, loss: 0.182 | Val-acc-top1: 0.843 | time: 1.2 | Speed: 1395.32 samples/sec | lr: 0.00117649
