Namespace(batch_size=64, data='/media/atsg/Data/datasets/SUN_ARM_project', epochs=100, input_sz=112, lr=0.001, lr_factor=0.75, lr_steps='10,20,30,40,50,70', model='resnet18_v2', momentum=0.9, num_class=2, num_gpus=1, num_workers=4, wd=0.0001)
[Epoch 0] Train-acc: 0.636, loss: 0.752 | Val-acc: 0.768 | time: 5.8
[Epoch 44] Train-acc: 0.957, loss: 0.120 | Val-acc: 0.869 | time: 4.3
[Epoch 45] Train-acc: 0.955, loss: 0.120 | Val-acc: 0.863 | time: 4.4
[Epoch 46] Train-acc: 0.957, loss: 0.108 | Val-acc: 0.871 | time: 4.5
[Epoch 47] Train-acc: 0.950, loss: 0.125 | Val-acc: 0.871 | time: 4.4
[Epoch 48] Train-acc: 0.955, loss: 0.122 | Val-acc: 0.872 | time: 4.4
[Epoch 49] Train-acc: 0.960, loss: 0.117 | Val-acc: 0.867 | time: 4.5
[Epoch 50] Train-acc: 0.951, loss: 0.118 | Val-acc: 0.872 | time: 4.5
[Epoch 51] Train-acc: 0.953, loss: 0.125 | Val-acc: 0.872 | time: 4.4
[Epoch 52] Train-acc: 0.946, loss: 0.128 | Val-acc: 0.874 | time: 4.4
[Epoch 53] Train-acc: 0.954, loss: 0.116 | Val-acc: 0.863 | time: 4.5
[Epoch 54] Train-acc: 0.955, loss: 0.118 | Val-acc: 0.862 | time: 4.5
[Epoch 55] Train-acc: 0.956, loss: 0.113 | Val-acc: 0.876 | time: 4.6
[Epoch 56] Train-acc: 0.959, loss: 0.114 | Val-acc: 0.874 | time: 4.5
[Epoch 57] Train-acc: 0.946, loss: 0.131 | Val-acc: 0.876 | time: 4.4
[Epoch 58] Train-acc: 0.960, loss: 0.100 | Val-acc: 0.876 | time: 4.6
[Epoch 59] Train-acc: 0.957, loss: 0.109 | Val-acc: 0.871 | time: 4.8
[Epoch 60] Train-acc: 0.960, loss: 0.107 | Val-acc: 0.872 | time: 4.7
[Epoch 61] Train-acc: 0.957, loss: 0.109 | Val-acc: 0.874 | time: 4.5
[Epoch 62] Train-acc: 0.955, loss: 0.113 | Val-acc: 0.872 | time: 4.9
[Epoch 63] Train-acc: 0.952, loss: 0.121 | Val-acc: 0.872 | time: 4.7
[Epoch 64] Train-acc: 0.951, loss: 0.119 | Val-acc: 0.865 | time: 4.5
[Epoch 65] Train-acc: 0.953, loss: 0.118 | Val-acc: 0.865 | time: 4.5
[Epoch 66] Train-acc: 0.957, loss: 0.108 | Val-acc: 0.874 | time: 4.3
[Epoch 67] Train-acc: 0.952, loss: 0.121 | Val-acc: 0.874 | time: 4.4
[Epoch 68] Train-acc: 0.960, loss: 0.106 | Val-acc: 0.862 | time: 4.4
[Epoch 69] Train-acc: 0.961, loss: 0.109 | Val-acc: 0.872 | time: 4.7
[Epoch 70] Train-acc: 0.950, loss: 0.117 | Val-acc: 0.874 | time: 4.4
[Epoch 71] Train-acc: 0.961, loss: 0.114 | Val-acc: 0.874 | time: 4.4
[Epoch 72] Train-acc: 0.950, loss: 0.119 | Val-acc: 0.874 | time: 4.5
[Epoch 73] Train-acc: 0.956, loss: 0.104 | Val-acc: 0.867 | time: 4.4
[Epoch 74] Train-acc: 0.965, loss: 0.093 | Val-acc: 0.876 | time: 4.4
[Epoch 75] Train-acc: 0.955, loss: 0.107 | Val-acc: 0.863 | time: 4.4
[Epoch 76] Train-acc: 0.964, loss: 0.094 | Val-acc: 0.862 | time: 4.6
[Epoch 77] Train-acc: 0.954, loss: 0.108 | Val-acc: 0.872 | time: 4.8
[Epoch 78] Train-acc: 0.965, loss: 0.095 | Val-acc: 0.876 | time: 4.7
[Epoch 79] Train-acc: 0.960, loss: 0.109 | Val-acc: 0.871 | time: 4.5
[Epoch 80] Train-acc: 0.964, loss: 0.094 | Val-acc: 0.871 | time: 4.4
[Epoch 81] Train-acc: 0.962, loss: 0.104 | Val-acc: 0.871 | time: 4.4
[Epoch 82] Train-acc: 0.958, loss: 0.104 | Val-acc: 0.878 | time: 4.6
[Epoch 83] Train-acc: 0.961, loss: 0.095 | Val-acc: 0.876 | time: 4.4
[Epoch 84] Train-acc: 0.959, loss: 0.101 | Val-acc: 0.878 | time: 4.6
[Epoch 85] Train-acc: 0.955, loss: 0.109 | Val-acc: 0.872 | time: 4.4
[Epoch 86] Train-acc: 0.959, loss: 0.105 | Val-acc: 0.879 | time: 4.5
[Epoch 87] Train-acc: 0.963, loss: 0.098 | Val-acc: 0.879 | time: 4.5
[Epoch 88] Train-acc: 0.969, loss: 0.086 | Val-acc: 0.872 | time: 4.5
[Epoch 89] Train-acc: 0.964, loss: 0.096 | Val-acc: 0.867 | time: 4.3
[Epoch 90] Train-acc: 0.956, loss: 0.106 | Val-acc: 0.874 | time: 4.4
[Epoch 91] Train-acc: 0.961, loss: 0.098 | Val-acc: 0.869 | time: 4.6
[Epoch 92] Train-acc: 0.962, loss: 0.098 | Val-acc: 0.874 | time: 4.4
[Epoch 93] Train-acc: 0.961, loss: 0.093 | Val-acc: 0.874 | time: 4.5
[Epoch 94] Train-acc: 0.959, loss: 0.111 | Val-acc: 0.869 | time: 4.5
[Epoch 95] Train-acc: 0.963, loss: 0.092 | Val-acc: 0.871 | time: 4.5
[Epoch 96] Train-acc: 0.957, loss: 0.119 | Val-acc: 0.869 | time: 4.5
[Epoch 97] Train-acc: 0.963, loss: 0.100 | Val-acc: 0.872 | time: 4.6
[Epoch 98] Train-acc: 0.965, loss: 0.098 | Val-acc: 0.871 | time: 4.5
[Epoch 99] Train-acc: 0.956, loss: 0.111 | Val-acc: 0.865 | time: 4.7
[Finished]
