Namespace(batch_size=32, dtype='float32', hard_weight=0.5, input_sz=112, label_smoothing=False, log_interval=200, lr=0.01, lr_decay=0.7, lr_decay_epoch='10,20,30,40,50,70,110,150,200,500,900,1400', lr_decay_period=0, lr_mode='step', mode='hybrid', model='arm_network_v3.4.1', momentum=0.9, num_class=2, num_epochs=2500, num_gpus=1, num_workers=8, resume_epoch=0, resume_params='pretrained/ImageNet_v3.4_3452.params', resume_states='', save_frequency=200, teacher=None, temperature=20, warmup_epochs=0, wd=0.0001)
[Epoch 0] Train-acc: 0.712, loss: 0.574 | Val-acc-top1: 0.820 | time: 1.7 | Speed: 1020.80 samples/sec | lr: 0.01000000
[Epoch 1] Train-acc: 0.785, loss: 0.463 | Val-acc-top1: 0.803 | time: 1.2 | Speed: 1451.45 samples/sec | lr: 0.01000000
[Epoch 2] Train-acc: 0.784, loss: 0.450 | Val-acc-top1: 0.726 | time: 1.2 | Speed: 1414.18 samples/sec | lr: 0.01000000
[Epoch 3] Train-acc: 0.809, loss: 0.435 | Val-acc-top1: 0.850 | time: 1.2 | Speed: 1404.71 samples/sec | lr: 0.01000000
[Epoch 4] Train-acc: 0.801, loss: 0.417 | Val-acc-top1: 0.806 | time: 1.2 | Speed: 1427.14 samples/sec | lr: 0.01000000
[Epoch 5] Train-acc: 0.793, loss: 0.446 | Val-acc-top1: 0.848 | time: 1.2 | Speed: 1439.82 samples/sec | lr: 0.01000000
[Epoch 6] Train-acc: 0.818, loss: 0.394 | Val-acc-top1: 0.852 | time: 1.2 | Speed: 1413.61 samples/sec | lr: 0.01000000
[Epoch 7] Train-acc: 0.813, loss: 0.396 | Val-acc-top1: 0.773 | time: 1.2 | Speed: 1439.00 samples/sec | lr: 0.01000000
[Epoch 8] Train-acc: 0.805, loss: 0.418 | Val-acc-top1: 0.841 | time: 1.2 | Speed: 1419.28 samples/sec | lr: 0.01000000
[Epoch 9] Train-acc: 0.816, loss: 0.398 | Val-acc-top1: 0.848 | time: 1.2 | Speed: 1426.64 samples/sec | lr: 0.00700000
[Epoch 10] Train-acc: 0.838, loss: 0.372 | Val-acc-top1: 0.850 | time: 1.2 | Speed: 1442.26 samples/sec | lr: 0.00700000
[Epoch 11] Train-acc: 0.833, loss: 0.380 | Val-acc-top1: 0.864 | time: 1.2 | Speed: 1435.51 samples/sec | lr: 0.00700000
[Epoch 12] Train-acc: 0.850, loss: 0.369 | Val-acc-top1: 0.653 | time: 1.2 | Speed: 1421.66 samples/sec | lr: 0.00700000
[Epoch 13] Train-acc: 0.827, loss: 0.376 | Val-acc-top1: 0.859 | time: 1.2 | Speed: 1438.12 samples/sec | lr: 0.00700000
