Namespace(batch_size=64, dtype='float32', hard_weight=0.5, input_sz=112, label_smoothing=False, log_interval=200, lr=0.01, lr_decay=0.7, lr_decay_epoch='10,20,30,40,50,70,110,150,200,500,900,1400', lr_decay_period=0, lr_mode='step', mode='hybrid', model='arm_network_v3.4.2', momentum=0.9, num_class=2, num_epochs=2500, num_gpus=1, num_workers=8, resume_epoch=0, resume_params='pretrained/ImageNet_v3.4.2_3378.params', resume_states='', save_frequency=200, teacher=None, temperature=20, warmup_epochs=0, wd=0.0001)
[Epoch 0] Train-acc: 0.692, loss: 0.872 | Val-acc-top1: 0.686 | time: 4.0 | Speed: 418.66 samples/sec | lr: 0.01000000
[Epoch 1] Train-acc: 0.779, loss: 0.520 | Val-acc-top1: 0.712 | time: 2.7 | Speed: 630.13 samples/sec | lr: 0.01000000
[Epoch 2] Train-acc: 0.759, loss: 0.546 | Val-acc-top1: 0.639 | time: 2.6 | Speed: 643.00 samples/sec | lr: 0.01000000
[Epoch 3] Train-acc: 0.770, loss: 0.556 | Val-acc-top1: 0.763 | time: 3.0 | Speed: 573.23 samples/sec | lr: 0.01000000
[Epoch 4] Train-acc: 0.795, loss: 0.448 | Val-acc-top1: 0.733 | time: 2.8 | Speed: 612.94 samples/sec | lr: 0.01000000
[Epoch 5] Train-acc: 0.796, loss: 0.454 | Val-acc-top1: 0.740 | time: 2.7 | Speed: 635.46 samples/sec | lr: 0.01000000
[Epoch 6] Train-acc: 0.814, loss: 0.424 | Val-acc-top1: 0.806 | time: 2.8 | Speed: 608.33 samples/sec | lr: 0.01000000
[Epoch 7] Train-acc: 0.815, loss: 0.432 | Val-acc-top1: 0.611 | time: 2.6 | Speed: 659.65 samples/sec | lr: 0.01000000
[Epoch 8] Train-acc: 0.801, loss: 0.480 | Val-acc-top1: 0.838 | time: 2.8 | Speed: 600.14 samples/sec | lr: 0.01000000
[Epoch 9] Train-acc: 0.829, loss: 0.366 | Val-acc-top1: 0.831 | time: 2.9 | Speed: 582.25 samples/sec | lr: 0.00700000
[Epoch 10] Train-acc: 0.814, loss: 0.426 | Val-acc-top1: 0.752 | time: 2.8 | Speed: 597.66 samples/sec | lr: 0.00700000
[Epoch 11] Train-acc: 0.827, loss: 0.392 | Val-acc-top1: 0.794 | time: 2.7 | Speed: 632.62 samples/sec | lr: 0.00700000
[Epoch 12] Train-acc: 0.832, loss: 0.370 | Val-acc-top1: 0.829 | time: 2.6 | Speed: 642.19 samples/sec | lr: 0.00700000
[Epoch 13] Train-acc: 0.841, loss: 0.363 | Val-acc-top1: 0.824 | time: 2.7 | Speed: 628.36 samples/sec | lr: 0.00700000
[Epoch 14] Train-acc: 0.849, loss: 0.328 | Val-acc-top1: 0.834 | time: 2.6 | Speed: 640.09 samples/sec | lr: 0.00700000
[Epoch 15] Train-acc: 0.853, loss: 0.342 | Val-acc-top1: 0.808 | time: 2.6 | Speed: 644.06 samples/sec | lr: 0.00700000
[Epoch 16] Train-acc: 0.842, loss: 0.371 | Val-acc-top1: 0.831 | time: 2.7 | Speed: 628.77 samples/sec | lr: 0.00700000
[Epoch 17] Train-acc: 0.859, loss: 0.319 | Val-acc-top1: 0.806 | time: 2.6 | Speed: 652.57 samples/sec | lr: 0.00700000
[Epoch 18] Train-acc: 0.854, loss: 0.324 | Val-acc-top1: 0.859 | time: 2.7 | Speed: 633.24 samples/sec | lr: 0.00700000
[Epoch 19] Train-acc: 0.839, loss: 0.375 | Val-acc-top1: 0.817 | time: 2.8 | Speed: 607.41 samples/sec | lr: 0.00490000
[Epoch 20] Train-acc: 0.865, loss: 0.325 | Val-acc-top1: 0.843 | time: 2.7 | Speed: 619.23 samples/sec | lr: 0.00490000
