Namespace(batch_size=64, dtype='float32', hard_weight=0.5, input_sz=112, label_smoothing=False, log_interval=200, lr=0.01, lr_decay=0.7, lr_decay_epoch='10,20,30,40,50,70,110,150,200,500,900,1400', lr_decay_period=0, lr_mode='step', mode='hybrid', model='arm_network_v3.4.1', momentum=0.9, num_class=2, num_epochs=2500, num_gpus=1, num_workers=8, resume_epoch=0, resume_params='pretrained/ImageNet_v3.4_3452.params', resume_states='', save_frequency=200, teacher=None, temperature=20, warmup_epochs=0, wd=0.0001)
[Epoch 0] Train-acc: 0.654, loss: 0.631 | Val-acc-top1: 0.785 | time: 1.8 | Speed: 945.56 samples/sec | lr: 0.01000000
[Epoch 1] Train-acc: 0.757, loss: 0.495 | Val-acc-top1: 0.759 | time: 1.2 | Speed: 1413.05 samples/sec | lr: 0.01000000
[Epoch 2] Train-acc: 0.793, loss: 0.446 | Val-acc-top1: 0.719 | time: 1.2 | Speed: 1405.43 samples/sec | lr: 0.01000000
[Epoch 3] Train-acc: 0.806, loss: 0.433 | Val-acc-top1: 0.796 | time: 1.2 | Speed: 1422.54 samples/sec | lr: 0.01000000
[Epoch 4] Train-acc: 0.812, loss: 0.413 | Val-acc-top1: 0.756 | time: 1.2 | Speed: 1417.02 samples/sec | lr: 0.01000000
[Epoch 5] Train-acc: 0.812, loss: 0.412 | Val-acc-top1: 0.838 | time: 1.2 | Speed: 1428.13 samples/sec | lr: 0.01000000
[Epoch 6] Train-acc: 0.826, loss: 0.398 | Val-acc-top1: 0.810 | time: 1.2 | Speed: 1383.68 samples/sec | lr: 0.01000000
[Epoch 7] Train-acc: 0.828, loss: 0.389 | Val-acc-top1: 0.813 | time: 1.2 | Speed: 1430.25 samples/sec | lr: 0.01000000
[Epoch 8] Train-acc: 0.822, loss: 0.394 | Val-acc-top1: 0.838 | time: 1.2 | Speed: 1379.83 samples/sec | lr: 0.01000000
[Epoch 9] Train-acc: 0.840, loss: 0.362 | Val-acc-top1: 0.829 | time: 1.2 | Speed: 1394.72 samples/sec | lr: 0.00700000
[Epoch 10] Train-acc: 0.853, loss: 0.355 | Val-acc-top1: 0.834 | time: 1.2 | Speed: 1430.11 samples/sec | lr: 0.00700000
[Epoch 11] Train-acc: 0.845, loss: 0.359 | Val-acc-top1: 0.838 | time: 1.2 | Speed: 1396.81 samples/sec | lr: 0.00700000
[Epoch 12] Train-acc: 0.844, loss: 0.342 | Val-acc-top1: 0.848 | time: 1.2 | Speed: 1439.32 samples/sec | lr: 0.00700000
[Epoch 13] Train-acc: 0.847, loss: 0.355 | Val-acc-top1: 0.829 | time: 1.2 | Speed: 1422.01 samples/sec | lr: 0.00700000
[Epoch 14] Train-acc: 0.840, loss: 0.354 | Val-acc-top1: 0.869 | time: 1.2 | Speed: 1426.44 samples/sec | lr: 0.00700000
[Epoch 15] Train-acc: 0.850, loss: 0.347 | Val-acc-top1: 0.862 | time: 1.2 | Speed: 1381.08 samples/sec | lr: 0.00700000
[Epoch 16] Train-acc: 0.855, loss: 0.340 | Val-acc-top1: 0.867 | time: 1.2 | Speed: 1401.42 samples/sec | lr: 0.00700000
[Epoch 17] Train-acc: 0.864, loss: 0.334 | Val-acc-top1: 0.857 | time: 1.2 | Speed: 1402.17 samples/sec | lr: 0.00700000
[Epoch 18] Train-acc: 0.856, loss: 0.329 | Val-acc-top1: 0.824 | time: 1.2 | Speed: 1386.38 samples/sec | lr: 0.00700000
[Epoch 19] Train-acc: 0.863, loss: 0.348 | Val-acc-top1: 0.857 | time: 1.2 | Speed: 1361.42 samples/sec | lr: 0.00490000
[Epoch 20] Train-acc: 0.866, loss: 0.322 | Val-acc-top1: 0.817 | time: 1.2 | Speed: 1426.02 samples/sec | lr: 0.00490000
[Epoch 21] Train-acc: 0.849, loss: 0.340 | Val-acc-top1: 0.845 | time: 1.2 | Speed: 1409.38 samples/sec | lr: 0.00490000
[Epoch 22] Train-acc: 0.866, loss: 0.321 | Val-acc-top1: 0.813 | time: 1.2 | Speed: 1395.46 samples/sec | lr: 0.00490000
[Epoch 23] Train-acc: 0.865, loss: 0.331 | Val-acc-top1: 0.862 | time: 1.2 | Speed: 1380.67 samples/sec | lr: 0.00490000
[Epoch 24] Train-acc: 0.876, loss: 0.311 | Val-acc-top1: 0.859 | time: 1.3 | Speed: 1353.56 samples/sec | lr: 0.00490000
[Epoch 25] Train-acc: 0.874, loss: 0.307 | Val-acc-top1: 0.859 | time: 1.2 | Speed: 1367.82 samples/sec | lr: 0.00490000
[Epoch 26] Train-acc: 0.860, loss: 0.320 | Val-acc-top1: 0.867 | time: 1.2 | Speed: 1418.95 samples/sec | lr: 0.00490000
[Epoch 27] Train-acc: 0.864, loss: 0.309 | Val-acc-top1: 0.864 | time: 1.2 | Speed: 1419.31 samples/sec | lr: 0.00490000
[Epoch 28] Train-acc: 0.866, loss: 0.308 | Val-acc-top1: 0.843 | time: 1.2 | Speed: 1372.29 samples/sec | lr: 0.00343000
[Epoch 29] Train-acc: 0.864, loss: 0.302 | Val-acc-top1: 0.850 | time: 1.2 | Speed: 1370.18 samples/sec | lr: 0.00343000
[Epoch 30] Train-acc: 0.866, loss: 0.302 | Val-acc-top1: 0.857 | time: 1.2 | Speed: 1391.13 samples/sec | lr: 0.00343000
[Epoch 31] Train-acc: 0.871, loss: 0.296 | Val-acc-top1: 0.836 | time: 1.2 | Speed: 1391.82 samples/sec | lr: 0.00343000
[Epoch 32] Train-acc: 0.865, loss: 0.301 | Val-acc-top1: 0.827 | time: 1.2 | Speed: 1392.93 samples/sec | lr: 0.00343000
[Epoch 33] Train-acc: 0.871, loss: 0.297 | Val-acc-top1: 0.859 | time: 1.2 | Speed: 1365.45 samples/sec | lr: 0.00343000
[Epoch 34] Train-acc: 0.877, loss: 0.290 | Val-acc-top1: 0.845 | time: 1.2 | Speed: 1390.91 samples/sec | lr: 0.00343000
[Epoch 35] Train-acc: 0.869, loss: 0.304 | Val-acc-top1: 0.862 | time: 1.2 | Speed: 1365.80 samples/sec | lr: 0.00343000
[Epoch 36] Train-acc: 0.878, loss: 0.278 | Val-acc-top1: 0.848 | time: 1.2 | Speed: 1368.68 samples/sec | lr: 0.00343000
[Epoch 37] Train-acc: 0.888, loss: 0.272 | Val-acc-top1: 0.836 | time: 1.3 | Speed: 1349.65 samples/sec | lr: 0.00343000
[Epoch 38] Train-acc: 0.873, loss: 0.301 | Val-acc-top1: 0.841 | time: 1.2 | Speed: 1413.92 samples/sec | lr: 0.00240100
