Namespace(batch_size=64, dtype='float32', hard_weight=0.5, input_sz=112, label_smoothing=False, log_interval=200, lr=0.01, lr_decay=0.7, lr_decay_epoch='10,20,30,40,50,70,110,150,200,500,900,1400', lr_decay_period=0, lr_mode='step', mode='hybrid', model='arm_network_v3.4.1', momentum=0.9, num_class=2, num_epochs=2500, num_gpus=1, num_workers=8, resume_epoch=0, resume_params='pretrained/ImageNet_v3.4_3452.params', resume_states='', save_frequency=200, teacher=None, temperature=20, warmup_epochs=0, wd=0.0001)
[Epoch 0] Train-acc: 0.671, loss: 0.608 | Val-acc-top1: 0.768 | time: 1.7 | Speed: 974.73 samples/sec | lr: 0.01000000
[Epoch 1] Train-acc: 0.769, loss: 0.495 | Val-acc-top1: 0.824 | time: 1.2 | Speed: 1420.34 samples/sec | lr: 0.01000000
[Epoch 2] Train-acc: 0.774, loss: 0.466 | Val-acc-top1: 0.745 | time: 1.2 | Speed: 1365.73 samples/sec | lr: 0.01000000
[Epoch 3] Train-acc: 0.806, loss: 0.424 | Val-acc-top1: 0.838 | time: 1.2 | Speed: 1408.90 samples/sec | lr: 0.01000000
[Epoch 4] Train-acc: 0.814, loss: 0.414 | Val-acc-top1: 0.810 | time: 1.2 | Speed: 1384.57 samples/sec | lr: 0.01000000
[Epoch 5] Train-acc: 0.819, loss: 0.420 | Val-acc-top1: 0.836 | time: 1.2 | Speed: 1368.98 samples/sec | lr: 0.01000000
[Epoch 6] Train-acc: 0.840, loss: 0.380 | Val-acc-top1: 0.820 | time: 1.3 | Speed: 1332.89 samples/sec | lr: 0.01000000
[Epoch 7] Train-acc: 0.813, loss: 0.397 | Val-acc-top1: 0.745 | time: 1.2 | Speed: 1418.73 samples/sec | lr: 0.01000000
[Epoch 8] Train-acc: 0.828, loss: 0.374 | Val-acc-top1: 0.813 | time: 1.2 | Speed: 1392.66 samples/sec | lr: 0.01000000
[Epoch 9] Train-acc: 0.831, loss: 0.350 | Val-acc-top1: 0.827 | time: 1.2 | Speed: 1394.55 samples/sec | lr: 0.00700000
[Epoch 10] Train-acc: 0.837, loss: 0.358 | Val-acc-top1: 0.789 | time: 1.2 | Speed: 1375.62 samples/sec | lr: 0.00700000
[Epoch 11] Train-acc: 0.841, loss: 0.365 | Val-acc-top1: 0.808 | time: 1.2 | Speed: 1406.33 samples/sec | lr: 0.00700000
[Epoch 12] Train-acc: 0.838, loss: 0.360 | Val-acc-top1: 0.841 | time: 1.2 | Speed: 1417.56 samples/sec | lr: 0.00700000
[Epoch 13] Train-acc: 0.835, loss: 0.360 | Val-acc-top1: 0.850 | time: 1.2 | Speed: 1409.21 samples/sec | lr: 0.00700000
[Epoch 14] Train-acc: 0.850, loss: 0.352 | Val-acc-top1: 0.855 | time: 1.2 | Speed: 1365.76 samples/sec | lr: 0.00700000
[Epoch 15] Train-acc: 0.840, loss: 0.359 | Val-acc-top1: 0.852 | time: 1.2 | Speed: 1410.86 samples/sec | lr: 0.00700000
[Epoch 16] Train-acc: 0.862, loss: 0.337 | Val-acc-top1: 0.850 | time: 1.2 | Speed: 1409.59 samples/sec | lr: 0.00700000
[Epoch 17] Train-acc: 0.828, loss: 0.362 | Val-acc-top1: 0.869 | time: 1.2 | Speed: 1407.62 samples/sec | lr: 0.00700000
[Epoch 18] Train-acc: 0.848, loss: 0.333 | Val-acc-top1: 0.850 | time: 1.2 | Speed: 1427.87 samples/sec | lr: 0.00700000
[Epoch 19] Train-acc: 0.848, loss: 0.343 | Val-acc-top1: 0.864 | time: 1.2 | Speed: 1390.16 samples/sec | lr: 0.00490000
[Epoch 20] Train-acc: 0.868, loss: 0.306 | Val-acc-top1: 0.852 | time: 1.2 | Speed: 1413.39 samples/sec | lr: 0.00490000
[Epoch 21] Train-acc: 0.871, loss: 0.322 | Val-acc-top1: 0.827 | time: 1.2 | Speed: 1424.65 samples/sec | lr: 0.00490000
[Epoch 22] Train-acc: 0.866, loss: 0.316 | Val-acc-top1: 0.867 | time: 1.2 | Speed: 1380.46 samples/sec | lr: 0.00490000
[Epoch 23] Train-acc: 0.866, loss: 0.310 | Val-acc-top1: 0.831 | time: 1.2 | Speed: 1433.90 samples/sec | lr: 0.00490000
[Epoch 24] Train-acc: 0.866, loss: 0.308 | Val-acc-top1: 0.859 | time: 1.2 | Speed: 1418.67 samples/sec | lr: 0.00490000
[Epoch 25] Train-acc: 0.864, loss: 0.323 | Val-acc-top1: 0.852 | time: 1.2 | Speed: 1397.58 samples/sec | lr: 0.00490000
[Epoch 26] Train-acc: 0.876, loss: 0.293 | Val-acc-top1: 0.859 | time: 1.2 | Speed: 1393.87 samples/sec | lr: 0.00490000
[Epoch 27] Train-acc: 0.867, loss: 0.319 | Val-acc-top1: 0.829 | time: 1.2 | Speed: 1415.06 samples/sec | lr: 0.00490000
[Epoch 28] Train-acc: 0.863, loss: 0.324 | Val-acc-top1: 0.869 | time: 1.2 | Speed: 1412.42 samples/sec | lr: 0.00343000
[Epoch 29] Train-acc: 0.883, loss: 0.288 | Val-acc-top1: 0.857 | time: 1.2 | Speed: 1375.11 samples/sec | lr: 0.00343000
[Epoch 30] Train-acc: 0.883, loss: 0.284 | Val-acc-top1: 0.878 | time: 1.2 | Speed: 1360.07 samples/sec | lr: 0.00343000
[Epoch 31] Train-acc: 0.868, loss: 0.295 | Val-acc-top1: 0.878 | time: 1.2 | Speed: 1387.93 samples/sec | lr: 0.00343000
[Epoch 32] Train-acc: 0.876, loss: 0.282 | Val-acc-top1: 0.876 | time: 1.3 | Speed: 1322.33 samples/sec | lr: 0.00343000
[Epoch 33] Train-acc: 0.878, loss: 0.293 | Val-acc-top1: 0.871 | time: 1.2 | Speed: 1386.93 samples/sec | lr: 0.00343000
[Epoch 34] Train-acc: 0.874, loss: 0.291 | Val-acc-top1: 0.852 | time: 1.2 | Speed: 1368.16 samples/sec | lr: 0.00343000
[Epoch 35] Train-acc: 0.870, loss: 0.306 | Val-acc-top1: 0.855 | time: 1.3 | Speed: 1351.42 samples/sec | lr: 0.00343000
[Epoch 36] Train-acc: 0.877, loss: 0.302 | Val-acc-top1: 0.874 | time: 1.2 | Speed: 1377.92 samples/sec | lr: 0.00343000
[Epoch 37] Train-acc: 0.886, loss: 0.292 | Val-acc-top1: 0.883 | time: 1.2 | Speed: 1364.36 samples/sec | lr: 0.00343000
[Epoch 38] Train-acc: 0.878, loss: 0.286 | Val-acc-top1: 0.862 | time: 1.2 | Speed: 1397.90 samples/sec | lr: 0.00240100
[Epoch 39] Train-acc: 0.866, loss: 0.300 | Val-acc-top1: 0.874 | time: 1.2 | Speed: 1390.92 samples/sec | lr: 0.00240100
[Epoch 40] Train-acc: 0.873, loss: 0.286 | Val-acc-top1: 0.876 | time: 1.3 | Speed: 1335.89 samples/sec | lr: 0.00240100
[Epoch 41] Train-acc: 0.883, loss: 0.275 | Val-acc-top1: 0.859 | time: 1.3 | Speed: 1355.73 samples/sec | lr: 0.00240100
[Epoch 42] Train-acc: 0.887, loss: 0.273 | Val-acc-top1: 0.876 | time: 1.2 | Speed: 1371.89 samples/sec | lr: 0.00240100
[Epoch 43] Train-acc: 0.882, loss: 0.285 | Val-acc-top1: 0.864 | time: 1.3 | Speed: 1353.28 samples/sec | lr: 0.00240100
[Epoch 44] Train-acc: 0.877, loss: 0.306 | Val-acc-top1: 0.850 | time: 1.4 | Speed: 1245.63 samples/sec | lr: 0.00240100
[Epoch 45] Train-acc: 0.888, loss: 0.276 | Val-acc-top1: 0.874 | time: 1.4 | Speed: 1229.76 samples/sec | lr: 0.00240100
[Epoch 46] Train-acc: 0.882, loss: 0.275 | Val-acc-top1: 0.876 | time: 1.4 | Speed: 1169.72 samples/sec | lr: 0.00240100
[Epoch 47] Train-acc: 0.890, loss: 0.263 | Val-acc-top1: 0.881 | time: 1.4 | Speed: 1247.83 samples/sec | lr: 0.00240100
[Epoch 48] Train-acc: 0.894, loss: 0.258 | Val-acc-top1: 0.871 | time: 1.3 | Speed: 1271.22 samples/sec | lr: 0.00168070
[Epoch 49] Train-acc: 0.881, loss: 0.268 | Val-acc-top1: 0.838 | time: 1.3 | Speed: 1343.87 samples/sec | lr: 0.00168070
[Epoch 50] Train-acc: 0.883, loss: 0.278 | Val-acc-top1: 0.881 | time: 1.2 | Speed: 1362.98 samples/sec | lr: 0.00168070
[Epoch 51] Train-acc: 0.886, loss: 0.263 | Val-acc-top1: 0.869 | time: 1.3 | Speed: 1353.02 samples/sec | lr: 0.00168070
[Epoch 52] Train-acc: 0.900, loss: 0.263 | Val-acc-top1: 0.878 | time: 1.2 | Speed: 1363.56 samples/sec | lr: 0.00168070
[Epoch 53] Train-acc: 0.890, loss: 0.255 | Val-acc-top1: 0.888 | time: 1.2 | Speed: 1398.16 samples/sec | lr: 0.00168070
[Epoch 54] Train-acc: 0.881, loss: 0.272 | Val-acc-top1: 0.874 | time: 1.2 | Speed: 1368.79 samples/sec | lr: 0.00168070
[Epoch 55] Train-acc: 0.883, loss: 0.266 | Val-acc-top1: 0.874 | time: 1.2 | Speed: 1395.31 samples/sec | lr: 0.00168070
[Epoch 56] Train-acc: 0.896, loss: 0.254 | Val-acc-top1: 0.845 | time: 1.2 | Speed: 1379.07 samples/sec | lr: 0.00168070
[Epoch 57] Train-acc: 0.897, loss: 0.257 | Val-acc-top1: 0.852 | time: 1.2 | Speed: 1402.54 samples/sec | lr: 0.00168070
[Epoch 58] Train-acc: 0.875, loss: 0.270 | Val-acc-top1: 0.885 | time: 1.2 | Speed: 1418.47 samples/sec | lr: 0.00168070
[Epoch 59] Train-acc: 0.899, loss: 0.245 | Val-acc-top1: 0.888 | time: 1.2 | Speed: 1376.57 samples/sec | lr: 0.00168070
[Epoch 60] Train-acc: 0.895, loss: 0.262 | Val-acc-top1: 0.848 | time: 1.2 | Speed: 1385.67 samples/sec | lr: 0.00168070
[Epoch 61] Train-acc: 0.887, loss: 0.255 | Val-acc-top1: 0.864 | time: 1.2 | Speed: 1393.79 samples/sec | lr: 0.00168070
[Epoch 62] Train-acc: 0.896, loss: 0.255 | Val-acc-top1: 0.867 | time: 1.3 | Speed: 1304.75 samples/sec | lr: 0.00168070
[Epoch 63] Train-acc: 0.890, loss: 0.262 | Val-acc-top1: 0.869 | time: 1.2 | Speed: 1378.63 samples/sec | lr: 0.00168070
[Epoch 64] Train-acc: 0.888, loss: 0.260 | Val-acc-top1: 0.831 | time: 1.2 | Speed: 1374.38 samples/sec | lr: 0.00168070
[Epoch 65] Train-acc: 0.901, loss: 0.258 | Val-acc-top1: 0.874 | time: 1.2 | Speed: 1369.87 samples/sec | lr: 0.00168070
[Epoch 66] Train-acc: 0.881, loss: 0.269 | Val-acc-top1: 0.857 | time: 1.2 | Speed: 1420.07 samples/sec | lr: 0.00168070
[Epoch 67] Train-acc: 0.892, loss: 0.256 | Val-acc-top1: 0.881 | time: 1.2 | Speed: 1396.88 samples/sec | lr: 0.00117649
[Epoch 68] Train-acc: 0.878, loss: 0.278 | Val-acc-top1: 0.848 | time: 1.3 | Speed: 1345.65 samples/sec | lr: 0.00117649
[Epoch 69] Train-acc: 0.890, loss: 0.261 | Val-acc-top1: 0.857 | time: 1.2 | Speed: 1399.66 samples/sec | lr: 0.00117649
[Epoch 70] Train-acc: 0.891, loss: 0.256 | Val-acc-top1: 0.878 | time: 1.2 | Speed: 1369.52 samples/sec | lr: 0.00117649
[Epoch 71] Train-acc: 0.894, loss: 0.251 | Val-acc-top1: 0.857 | time: 1.2 | Speed: 1362.77 samples/sec | lr: 0.00117649
[Epoch 72] Train-acc: 0.894, loss: 0.264 | Val-acc-top1: 0.857 | time: 1.2 | Speed: 1365.94 samples/sec | lr: 0.00117649
[Epoch 73] Train-acc: 0.913, loss: 0.237 | Val-acc-top1: 0.871 | time: 1.2 | Speed: 1394.50 samples/sec | lr: 0.00117649
[Epoch 74] Train-acc: 0.904, loss: 0.247 | Val-acc-top1: 0.874 | time: 1.2 | Speed: 1388.35 samples/sec | lr: 0.00117649
[Epoch 75] Train-acc: 0.893, loss: 0.249 | Val-acc-top1: 0.876 | time: 1.2 | Speed: 1380.67 samples/sec | lr: 0.00117649
[Epoch 76] Train-acc: 0.891, loss: 0.258 | Val-acc-top1: 0.862 | time: 1.2 | Speed: 1404.58 samples/sec | lr: 0.00117649
[Epoch 77] Train-acc: 0.905, loss: 0.242 | Val-acc-top1: 0.890 | time: 1.3 | Speed: 1339.61 samples/sec | lr: 0.00117649
[Epoch 78] Train-acc: 0.901, loss: 0.238 | Val-acc-top1: 0.876 | time: 1.4 | Speed: 1244.12 samples/sec | lr: 0.00117649
[Epoch 79] Train-acc: 0.900, loss: 0.234 | Val-acc-top1: 0.859 | time: 1.4 | Speed: 1238.97 samples/sec | lr: 0.00117649
[Epoch 80] Train-acc: 0.903, loss: 0.244 | Val-acc-top1: 0.878 | time: 1.4 | Speed: 1187.00 samples/sec | lr: 0.00117649
[Epoch 81] Train-acc: 0.889, loss: 0.263 | Val-acc-top1: 0.883 | time: 1.4 | Speed: 1245.45 samples/sec | lr: 0.00117649
[Epoch 82] Train-acc: 0.901, loss: 0.242 | Val-acc-top1: 0.843 | time: 1.3 | Speed: 1332.46 samples/sec | lr: 0.00117649
