Namespace(batch_size=64, data='/media/atsg/Data/datasets/SUN_ARM_project', input_sz=224, lr=0.001, lr_factor=0.75, model='resnet18_v2', momentum=0.9, num_class=2, num_gpus=1, num_workers=4, wd=0.0001)
[Epoch 0] Train-acc: 0.720, loss: 0.560 | Val-acc: 0.854 | time: 9.1
[Epoch 28] Train-acc: 0.968, loss: 0.082 | Val-acc: 0.890 | time: 6.6
[Epoch 29] Train-acc: 0.972, loss: 0.075 | Val-acc: 0.906 | time: 6.6
[Epoch 30] Train-acc: 0.969, loss: 0.083 | Val-acc: 0.888 | time: 6.6
[Epoch 31] Train-acc: 0.975, loss: 0.071 | Val-acc: 0.897 | time: 6.6
[Epoch 32] Train-acc: 0.975, loss: 0.075 | Val-acc: 0.912 | time: 6.5
[Epoch 33] Train-acc: 0.974, loss: 0.062 | Val-acc: 0.890 | time: 6.6
[Epoch 34] Train-acc: 0.970, loss: 0.078 | Val-acc: 0.905 | time: 6.6
[Epoch 35] Train-acc: 0.971, loss: 0.073 | Val-acc: 0.921 | time: 6.5
[Epoch 36] Train-acc: 0.970, loss: 0.068 | Val-acc: 0.906 | time: 6.7
[Epoch 37] Train-acc: 0.974, loss: 0.065 | Val-acc: 0.914 | time: 6.6
[Epoch 38] Train-acc: 0.977, loss: 0.069 | Val-acc: 0.914 | time: 6.6
[Epoch 39] Train-acc: 0.972, loss: 0.074 | Val-acc: 0.905 | time: 6.6
[Epoch 40] Train-acc: 0.981, loss: 0.057 | Val-acc: 0.915 | time: 6.5
[Epoch 41] Train-acc: 0.979, loss: 0.060 | Val-acc: 0.914 | time: 6.7
[Epoch 42] Train-acc: 0.977, loss: 0.073 | Val-acc: 0.901 | time: 6.8
[Epoch 43] Train-acc: 0.976, loss: 0.065 | Val-acc: 0.910 | time: 6.7
[Epoch 44] Train-acc: 0.975, loss: 0.071 | Val-acc: 0.910 | time: 6.7
[Epoch 45] Train-acc: 0.978, loss: 0.065 | Val-acc: 0.903 | time: 6.6
[Epoch 46] Train-acc: 0.982, loss: 0.052 | Val-acc: 0.906 | time: 6.7
[Epoch 47] Train-acc: 0.981, loss: 0.057 | Val-acc: 0.923 | time: 6.5
[Epoch 48] Train-acc: 0.975, loss: 0.065 | Val-acc: 0.921 | time: 6.6
[Epoch 49] Train-acc: 0.973, loss: 0.066 | Val-acc: 0.914 | time: 6.5
[Epoch 50] Train-acc: 0.983, loss: 0.054 | Val-acc: 0.896 | time: 6.6
[Epoch 51] Train-acc: 0.974, loss: 0.070 | Val-acc: 0.915 | time: 6.7
[Epoch 52] Train-acc: 0.978, loss: 0.061 | Val-acc: 0.910 | time: 6.5
[Epoch 53] Train-acc: 0.984, loss: 0.056 | Val-acc: 0.896 | time: 6.6
[Epoch 54] Train-acc: 0.975, loss: 0.067 | Val-acc: 0.926 | time: 6.6
[Epoch 55] Train-acc: 0.978, loss: 0.066 | Val-acc: 0.926 | time: 6.7
[Epoch 56] Train-acc: 0.978, loss: 0.051 | Val-acc: 0.910 | time: 6.7
[Epoch 57] Train-acc: 0.972, loss: 0.075 | Val-acc: 0.914 | time: 6.6
[Epoch 58] Train-acc: 0.981, loss: 0.056 | Val-acc: 0.897 | time: 6.7
[Epoch 59] Train-acc: 0.975, loss: 0.070 | Val-acc: 0.892 | time: 6.6
[Epoch 60] Train-acc: 0.981, loss: 0.053 | Val-acc: 0.915 | time: 6.5
[Epoch 61] Train-acc: 0.977, loss: 0.060 | Val-acc: 0.914 | time: 6.7
[Epoch 62] Train-acc: 0.977, loss: 0.068 | Val-acc: 0.905 | time: 6.6
[Epoch 63] Train-acc: 0.975, loss: 0.065 | Val-acc: 0.905 | time: 6.8
[Epoch 64] Train-acc: 0.981, loss: 0.056 | Val-acc: 0.897 | time: 6.8
[Epoch 65] Train-acc: 0.981, loss: 0.052 | Val-acc: 0.896 | time: 6.8
[Epoch 66] Train-acc: 0.977, loss: 0.052 | Val-acc: 0.896 | time: 6.8
[Epoch 67] Train-acc: 0.985, loss: 0.050 | Val-acc: 0.906 | time: 6.6
[Epoch 68] Train-acc: 0.980, loss: 0.056 | Val-acc: 0.921 | time: 6.8
[Epoch 69] Train-acc: 0.982, loss: 0.059 | Val-acc: 0.908 | time: 6.7
[Epoch 70] Train-acc: 0.984, loss: 0.045 | Val-acc: 0.896 | time: 6.6
[Epoch 71] Train-acc: 0.976, loss: 0.057 | Val-acc: 0.903 | time: 6.7
[Epoch 72] Train-acc: 0.982, loss: 0.055 | Val-acc: 0.899 | time: 6.6
[Epoch 73] Train-acc: 0.979, loss: 0.065 | Val-acc: 0.905 | time: 6.6
[Epoch 74] Train-acc: 0.975, loss: 0.063 | Val-acc: 0.921 | time: 6.6
[Epoch 75] Train-acc: 0.980, loss: 0.055 | Val-acc: 0.915 | time: 6.6
[Epoch 76] Train-acc: 0.984, loss: 0.046 | Val-acc: 0.910 | time: 6.7
[Epoch 77] Train-acc: 0.985, loss: 0.047 | Val-acc: 0.894 | time: 6.6
[Epoch 78] Train-acc: 0.986, loss: 0.042 | Val-acc: 0.917 | time: 6.7
[Epoch 79] Train-acc: 0.985, loss: 0.042 | Val-acc: 0.908 | time: 6.6
[Epoch 80] Train-acc: 0.982, loss: 0.047 | Val-acc: 0.894 | time: 6.5
[Epoch 81] Train-acc: 0.978, loss: 0.056 | Val-acc: 0.901 | time: 6.8
[Epoch 82] Train-acc: 0.982, loss: 0.050 | Val-acc: 0.912 | time: 6.8
[Epoch 83] Train-acc: 0.983, loss: 0.045 | Val-acc: 0.914 | time: 6.7
[Epoch 84] Train-acc: 0.986, loss: 0.048 | Val-acc: 0.899 | time: 6.7
[Epoch 85] Train-acc: 0.986, loss: 0.043 | Val-acc: 0.914 | time: 6.6
[Epoch 86] Train-acc: 0.985, loss: 0.043 | Val-acc: 0.908 | time: 6.8
[Epoch 87] Train-acc: 0.979, loss: 0.055 | Val-acc: 0.919 | time: 6.6
[Epoch 88] Train-acc: 0.980, loss: 0.055 | Val-acc: 0.914 | time: 6.7
[Epoch 89] Train-acc: 0.980, loss: 0.051 | Val-acc: 0.914 | time: 6.7
[Epoch 90] Train-acc: 0.981, loss: 0.053 | Val-acc: 0.921 | time: 6.7
[Epoch 91] Train-acc: 0.985, loss: 0.041 | Val-acc: 0.903 | time: 6.9
[Epoch 92] Train-acc: 0.983, loss: 0.047 | Val-acc: 0.917 | time: 6.8
[Epoch 93] Train-acc: 0.980, loss: 0.058 | Val-acc: 0.897 | time: 6.7
[Epoch 94] Train-acc: 0.977, loss: 0.060 | Val-acc: 0.912 | time: 6.7
[Epoch 95] Train-acc: 0.977, loss: 0.057 | Val-acc: 0.903 | time: 6.9
[Epoch 96] Train-acc: 0.983, loss: 0.047 | Val-acc: 0.901 | time: 6.7
[Epoch 97] Train-acc: 0.981, loss: 0.056 | Val-acc: 0.901 | time: 6.6
[Epoch 98] Train-acc: 0.977, loss: 0.062 | Val-acc: 0.924 | time: 6.5
[Epoch 99] Train-acc: 0.980, loss: 0.055 | Val-acc: 0.899 | time: 6.7
[Epoch 100] Train-acc: 0.982, loss: 0.051 | Val-acc: 0.921 | time: 6.8
[Epoch 101] Train-acc: 0.983, loss: 0.045 | Val-acc: 0.921 | time: 7.0
[Epoch 102] Train-acc: 0.980, loss: 0.053 | Val-acc: 0.915 | time: 6.8
[Epoch 103] Train-acc: 0.984, loss: 0.046 | Val-acc: 0.896 | time: 6.7
[Epoch 104] Train-acc: 0.973, loss: 0.058 | Val-acc: 0.906 | time: 6.7
[Epoch 105] Train-acc: 0.980, loss: 0.056 | Val-acc: 0.908 | time: 6.8
[Epoch 106] Train-acc: 0.982, loss: 0.058 | Val-acc: 0.912 | time: 6.7
[Epoch 107] Train-acc: 0.986, loss: 0.043 | Val-acc: 0.915 | time: 6.6
[Epoch 108] Train-acc: 0.982, loss: 0.046 | Val-acc: 0.914 | time: 6.8
[Epoch 109] Train-acc: 0.984, loss: 0.043 | Val-acc: 0.917 | time: 6.5
[Epoch 110] Train-acc: 0.979, loss: 0.049 | Val-acc: 0.919 | time: 6.9
[Epoch 111] Train-acc: 0.982, loss: 0.049 | Val-acc: 0.897 | time: 6.8
[Epoch 112] Train-acc: 0.987, loss: 0.040 | Val-acc: 0.914 | time: 6.7
[Epoch 113] Train-acc: 0.979, loss: 0.058 | Val-acc: 0.890 | time: 6.7
[Epoch 114] Train-acc: 0.984, loss: 0.050 | Val-acc: 0.914 | time: 6.7
[Epoch 115] Train-acc: 0.984, loss: 0.050 | Val-acc: 0.899 | time: 6.9
[Epoch 116] Train-acc: 0.981, loss: 0.050 | Val-acc: 0.905 | time: 6.6
[Epoch 117] Train-acc: 0.984, loss: 0.048 | Val-acc: 0.912 | time: 6.8
[Epoch 118] Train-acc: 0.983, loss: 0.047 | Val-acc: 0.924 | time: 6.8
[Epoch 119] Train-acc: 0.979, loss: 0.053 | Val-acc: 0.901 | time: 6.9
[Epoch 120] Train-acc: 0.985, loss: 0.042 | Val-acc: 0.892 | time: 6.8
[Epoch 121] Train-acc: 0.980, loss: 0.047 | Val-acc: 0.912 | time: 6.6
[Epoch 122] Train-acc: 0.983, loss: 0.043 | Val-acc: 0.908 | time: 6.5
[Epoch 123] Train-acc: 0.984, loss: 0.048 | Val-acc: 0.912 | time: 6.7
[Epoch 124] Train-acc: 0.980, loss: 0.051 | Val-acc: 0.906 | time: 6.7
[Epoch 125] Train-acc: 0.985, loss: 0.043 | Val-acc: 0.932 | time: 6.7
[Epoch 126] Train-acc: 0.988, loss: 0.035 | Val-acc: 0.926 | time: 6.6
[Epoch 127] Train-acc: 0.983, loss: 0.051 | Val-acc: 0.906 | time: 6.5
[Epoch 128] Train-acc: 0.982, loss: 0.047 | Val-acc: 0.921 | time: 6.6
[Epoch 129] Train-acc: 0.986, loss: 0.042 | Val-acc: 0.917 | time: 6.6
[Epoch 130] Train-acc: 0.985, loss: 0.044 | Val-acc: 0.933 | time: 6.7
[Epoch 131] Train-acc: 0.980, loss: 0.049 | Val-acc: 0.905 | time: 6.7
[Epoch 132] Train-acc: 0.983, loss: 0.044 | Val-acc: 0.914 | time: 6.7
[Epoch 133] Train-acc: 0.982, loss: 0.050 | Val-acc: 0.910 | time: 6.6
[Epoch 134] Train-acc: 0.984, loss: 0.044 | Val-acc: 0.915 | time: 6.7
[Epoch 135] Train-acc: 0.982, loss: 0.047 | Val-acc: 0.928 | time: 6.8
[Epoch 136] Train-acc: 0.981, loss: 0.055 | Val-acc: 0.906 | time: 6.8
[Epoch 137] Train-acc: 0.982, loss: 0.053 | Val-acc: 0.906 | time: 6.7
[Epoch 138] Train-acc: 0.986, loss: 0.041 | Val-acc: 0.923 | time: 6.6
[Epoch 139] Train-acc: 0.983, loss: 0.048 | Val-acc: 0.921 | time: 6.8
[Epoch 140] Train-acc: 0.986, loss: 0.040 | Val-acc: 0.906 | time: 6.9
[Epoch 141] Train-acc: 0.980, loss: 0.051 | Val-acc: 0.921 | time: 6.6
[Epoch 142] Train-acc: 0.985, loss: 0.041 | Val-acc: 0.912 | time: 7.1
[Epoch 143] Train-acc: 0.987, loss: 0.037 | Val-acc: 0.903 | time: 7.3
[Epoch 144] Train-acc: 0.992, loss: 0.033 | Val-acc: 0.908 | time: 6.8
[Epoch 145] Train-acc: 0.984, loss: 0.044 | Val-acc: 0.921 | time: 6.9
[Epoch 146] Train-acc: 0.988, loss: 0.036 | Val-acc: 0.910 | time: 6.6
[Epoch 147] Train-acc: 0.981, loss: 0.047 | Val-acc: 0.926 | time: 6.8
[Epoch 148] Train-acc: 0.989, loss: 0.038 | Val-acc: 0.914 | time: 6.6
[Epoch 149] Train-acc: 0.985, loss: 0.037 | Val-acc: 0.912 | time: 6.9
[Finished]
