Namespace(batch_size=64, data='/media/atsg/Data/datasets/SUN_ARM_project', input_sz=224, lr=0.001, lr_factor=0.75, model='arm_network_v3.3', momentum=0.9, num_class=2, num_gpus=1, num_workers=4, wd=0.0001)
[Epoch 0] Train-acc: 0.565, loss: 0.682 | Val-acc: 0.664 | time: 6.7
[Epoch 1] Train-acc: 0.614, loss: 0.657 | Val-acc: 0.638 | time: 6.2
[Epoch 2] Train-acc: 0.617, loss: 0.647 | Val-acc: 0.667 | time: 6.0
[Epoch 3] Train-acc: 0.636, loss: 0.639 | Val-acc: 0.676 | time: 6.0
[Epoch 4] Train-acc: 0.650, loss: 0.633 | Val-acc: 0.682 | time: 6.2
[Epoch 5] Train-acc: 0.646, loss: 0.630 | Val-acc: 0.689 | time: 6.0
[Epoch 6] Train-acc: 0.644, loss: 0.626 | Val-acc: 0.703 | time: 6.1
[Epoch 7] Train-acc: 0.676, loss: 0.610 | Val-acc: 0.712 | time: 6.0
[Epoch 8] Train-acc: 0.657, loss: 0.622 | Val-acc: 0.638 | time: 6.0
[Epoch 9] Train-acc: 0.677, loss: 0.606 | Val-acc: 0.709 | time: 6.1
[Epoch 10] Train-acc: 0.687, loss: 0.589 | Val-acc: 0.673 | time: 6.0
[Epoch 11] Train-acc: 0.674, loss: 0.606 | Val-acc: 0.612 | time: 6.1
[Epoch 12] Train-acc: 0.692, loss: 0.591 | Val-acc: 0.739 | time: 6.1
[Epoch 13] Train-acc: 0.703, loss: 0.572 | Val-acc: 0.687 | time: 6.0
[Epoch 14] Train-acc: 0.695, loss: 0.585 | Val-acc: 0.732 | time: 6.1
[Epoch 15] Train-acc: 0.687, loss: 0.595 | Val-acc: 0.511 | time: 5.9
[Epoch 16] Train-acc: 0.708, loss: 0.573 | Val-acc: 0.669 | time: 7.2
[Epoch 17] Train-acc: 0.699, loss: 0.568 | Val-acc: 0.761 | time: 6.4
[Epoch 18] Train-acc: 0.712, loss: 0.560 | Val-acc: 0.701 | time: 6.0
[Epoch 19] Train-acc: 0.706, loss: 0.558 | Val-acc: 0.757 | time: 6.0
[Epoch 20] Train-acc: 0.711, loss: 0.554 | Val-acc: 0.692 | time: 6.0
[Epoch 21] Train-acc: 0.720, loss: 0.563 | Val-acc: 0.703 | time: 6.3
[Epoch 22] Train-acc: 0.709, loss: 0.569 | Val-acc: 0.748 | time: 6.0
[Epoch 23] Train-acc: 0.713, loss: 0.568 | Val-acc: 0.719 | time: 6.2
[Epoch 24] Train-acc: 0.720, loss: 0.555 | Val-acc: 0.554 | time: 6.1
[Epoch 25] Train-acc: 0.725, loss: 0.544 | Val-acc: 0.696 | time: 5.9
[Epoch 26] Train-acc: 0.721, loss: 0.552 | Val-acc: 0.761 | time: 6.1
[Epoch 27] Train-acc: 0.722, loss: 0.537 | Val-acc: 0.770 | time: 6.0
[Epoch 28] Train-acc: 0.718, loss: 0.547 | Val-acc: 0.719 | time: 6.3
[Epoch 29] Train-acc: 0.729, loss: 0.539 | Val-acc: 0.741 | time: 6.1
[Epoch 30] Train-acc: 0.730, loss: 0.541 | Val-acc: 0.710 | time: 6.2
[Epoch 31] Train-acc: 0.730, loss: 0.533 | Val-acc: 0.746 | time: 6.0
