Namespace(batch_size=128, dtype='float32', hard_weight=0.5, input_sz=208, label_smoothing=False, log_interval=200, lr=0.01, lr_decay=0.7, lr_decay_epoch='10,20,30,40,50,70,110,150,200,500,900,1400', lr_decay_period=0, lr_mode='step', mode='hybrid', model='arm_network_v5.3', momentum=0.9, num_class=2, num_epochs=2000, num_gpus=1, num_workers=8, resume_epoch=0, resume_params='', resume_states='', save_frequency=200, teacher=None, temperature=20, warmup_epochs=0, wd=0.0001)
[Epoch 0] Train-acc: 0.524, loss: 0.712 | Val-acc-top1: 0.501 | time: 9.1 | Speed: 185.63 samples/sec | lr: 0.01000000
[Epoch 1] Train-acc: 0.524, loss: 0.711 | Val-acc-top1: 0.499 | time: 2.8 | Speed: 607.99 samples/sec | lr: 0.01000000
[Epoch 2] Train-acc: 0.523, loss: 0.707 | Val-acc-top1: 0.501 | time: 2.8 | Speed: 612.75 samples/sec | lr: 0.01000000
[Epoch 3] Train-acc: 0.562, loss: 0.688 | Val-acc-top1: 0.515 | time: 2.7 | Speed: 629.67 samples/sec | lr: 0.01000000
[Epoch 4] Train-acc: 0.574, loss: 0.668 | Val-acc-top1: 0.557 | time: 2.8 | Speed: 612.27 samples/sec | lr: 0.01000000
[Epoch 5] Train-acc: 0.581, loss: 0.682 | Val-acc-top1: 0.499 | time: 2.7 | Speed: 621.52 samples/sec | lr: 0.01000000
[Epoch 6] Train-acc: 0.555, loss: 0.689 | Val-acc-top1: 0.646 | time: 2.7 | Speed: 620.55 samples/sec | lr: 0.01000000
[Epoch 7] Train-acc: 0.576, loss: 0.696 | Val-acc-top1: 0.597 | time: 2.8 | Speed: 612.91 samples/sec | lr: 0.01000000
[Epoch 8] Train-acc: 0.599, loss: 0.666 | Val-acc-top1: 0.511 | time: 2.7 | Speed: 616.54 samples/sec | lr: 0.01000000
[Epoch 9] Train-acc: 0.635, loss: 0.642 | Val-acc-top1: 0.501 | time: 2.9 | Speed: 577.41 samples/sec | lr: 0.00700000
[Epoch 10] Train-acc: 0.665, loss: 0.630 | Val-acc-top1: 0.532 | time: 2.9 | Speed: 581.87 samples/sec | lr: 0.00700000
[Epoch 11] Train-acc: 0.663, loss: 0.621 | Val-acc-top1: 0.677 | time: 2.9 | Speed: 578.88 samples/sec | lr: 0.00700000
[Epoch 12] Train-acc: 0.672, loss: 0.599 | Val-acc-top1: 0.660 | time: 3.2 | Speed: 537.09 samples/sec | lr: 0.00700000
[Epoch 13] Train-acc: 0.654, loss: 0.615 | Val-acc-top1: 0.630 | time: 2.8 | Speed: 603.92 samples/sec | lr: 0.00700000
[Epoch 14] Train-acc: 0.674, loss: 0.604 | Val-acc-top1: 0.625 | time: 2.8 | Speed: 600.88 samples/sec | lr: 0.00700000
[Epoch 15] Train-acc: 0.674, loss: 0.616 | Val-acc-top1: 0.672 | time: 3.1 | Speed: 554.43 samples/sec | lr: 0.00700000
