Namespace(batch_size=32, data='/media/atsg/Data/datasets/SUN_ARM_project', input_sz=224, lr=0.001, lr_factor=0.75, model='darknet53', momentum=0.9, num_class=2, num_gpus=1, num_workers=4, wd=0.0001)
[Epoch 0] Train-acc: 0.868, loss: 0.310 | Val-acc: 0.853 | time: 25.9
[Epoch 1] Train-acc: 0.937, loss: 0.161 | Val-acc: 0.930 | time: 20.2
[Epoch 2] Train-acc: 0.945, loss: 0.134 | Val-acc: 0.910 | time: 20.1
[Epoch 3] Train-acc: 0.960, loss: 0.103 | Val-acc: 0.919 | time: 20.1
[Epoch 4] Train-acc: 0.970, loss: 0.080 | Val-acc: 0.930 | time: 20.1
[Epoch 5] Train-acc: 0.962, loss: 0.086 | Val-acc: 0.946 | time: 20.0
[Epoch 6] Train-acc: 0.963, loss: 0.097 | Val-acc: 0.901 | time: 20.2
[Epoch 7] Train-acc: 0.971, loss: 0.077 | Val-acc: 0.919 | time: 20.1
[Epoch 8] Train-acc: 0.973, loss: 0.072 | Val-acc: 0.923 | time: 20.1
[Epoch 9] Train-acc: 0.969, loss: 0.070 | Val-acc: 0.917 | time: 20.1
[Epoch 10] Train-acc: 0.977, loss: 0.067 | Val-acc: 0.926 | time: 20.1
[Epoch 11] Train-acc: 0.984, loss: 0.045 | Val-acc: 0.914 | time: 20.1
[Epoch 12] Train-acc: 0.975, loss: 0.061 | Val-acc: 0.935 | time: 20.1
[Epoch 13] Train-acc: 0.980, loss: 0.049 | Val-acc: 0.903 | time: 20.2
[Epoch 14] Train-acc: 0.982, loss: 0.046 | Val-acc: 0.932 | time: 20.0
[Epoch 15] Train-acc: 0.982, loss: 0.050 | Val-acc: 0.928 | time: 20.2
[Epoch 16] Train-acc: 0.984, loss: 0.052 | Val-acc: 0.915 | time: 20.1
[Epoch 17] Train-acc: 0.987, loss: 0.042 | Val-acc: 0.924 | time: 20.1
[Epoch 18] Train-acc: 0.989, loss: 0.038 | Val-acc: 0.942 | time: 20.2
[Epoch 19] Train-acc: 0.990, loss: 0.029 | Val-acc: 0.933 | time: 20.1
[Epoch 20] Train-acc: 0.990, loss: 0.030 | Val-acc: 0.926 | time: 20.1
[Epoch 21] Train-acc: 0.988, loss: 0.034 | Val-acc: 0.926 | time: 20.1
[Epoch 22] Train-acc: 0.990, loss: 0.040 | Val-acc: 0.919 | time: 20.3
[Epoch 23] Train-acc: 0.988, loss: 0.030 | Val-acc: 0.926 | time: 20.1
[Epoch 24] Train-acc: 0.987, loss: 0.042 | Val-acc: 0.912 | time: 20.1
[Epoch 25] Train-acc: 0.982, loss: 0.041 | Val-acc: 0.899 | time: 20.1
[Epoch 26] Train-acc: 0.990, loss: 0.030 | Val-acc: 0.932 | time: 20.1
[Epoch 27] Train-acc: 0.988, loss: 0.038 | Val-acc: 0.912 | time: 20.0
[Epoch 28] Train-acc: 0.990, loss: 0.024 | Val-acc: 0.942 | time: 20.1
[Epoch 29] Train-acc: 0.988, loss: 0.035 | Val-acc: 0.935 | time: 20.2
[Epoch 30] Train-acc: 0.988, loss: 0.033 | Val-acc: 0.930 | time: 20.1
[Epoch 31] Train-acc: 0.990, loss: 0.028 | Val-acc: 0.942 | time: 20.1
[Epoch 32] Train-acc: 0.990, loss: 0.031 | Val-acc: 0.942 | time: 20.2
[Epoch 33] Train-acc: 0.988, loss: 0.030 | Val-acc: 0.923 | time: 20.1
[Epoch 34] Train-acc: 0.989, loss: 0.027 | Val-acc: 0.935 | time: 20.1
[Epoch 35] Train-acc: 0.992, loss: 0.027 | Val-acc: 0.937 | time: 20.0
[Epoch 36] Train-acc: 0.990, loss: 0.028 | Val-acc: 0.939 | time: 20.2
[Epoch 37] Train-acc: 0.990, loss: 0.022 | Val-acc: 0.908 | time: 20.0
[Epoch 38] Train-acc: 0.991, loss: 0.026 | Val-acc: 0.910 | time: 20.1
[Epoch 39] Train-acc: 0.992, loss: 0.026 | Val-acc: 0.928 | time: 20.1
[Epoch 40] Train-acc: 0.993, loss: 0.022 | Val-acc: 0.939 | time: 20.2
[Epoch 41] Train-acc: 0.995, loss: 0.019 | Val-acc: 0.933 | time: 20.1
