Namespace(batch_size=64, data='/media/atsg/Data/datasets/SUN_ARM_project', epochs=100, input_sz=112, lr=0.001, lr_factor=0.75, lr_steps='10,20,30,40,50,70', model='mobilenet1.0', momentum=0.9, num_class=2, num_gpus=1, num_workers=4, wd=0.0001)
[Epoch 0] Train-acc: 0.694, loss: 0.640 | Val-acc: 0.788 | time: 12.1
[Epoch 1] Train-acc: 0.816, loss: 0.421 | Val-acc: 0.815 | time: 4.6
[Epoch 2] Train-acc: 0.855, loss: 0.339 | Val-acc: 0.822 | time: 4.6
[Epoch 3] Train-acc: 0.865, loss: 0.313 | Val-acc: 0.836 | time: 4.5
[Epoch 4] Train-acc: 0.880, loss: 0.280 | Val-acc: 0.826 | time: 4.5
[Epoch 5] Train-acc: 0.886, loss: 0.261 | Val-acc: 0.856 | time: 4.4
[Epoch 6] Train-acc: 0.900, loss: 0.232 | Val-acc: 0.867 | time: 4.5
[Epoch 7] Train-acc: 0.904, loss: 0.229 | Val-acc: 0.847 | time: 4.5
[Epoch 8] Train-acc: 0.919, loss: 0.212 | Val-acc: 0.854 | time: 4.5
[Epoch 9] Train-acc: 0.926, loss: 0.186 | Val-acc: 0.840 | time: 4.5
[Epoch 10] Train-acc: 0.915, loss: 0.189 | Val-acc: 0.853 | time: 4.5
[Epoch 11] Train-acc: 0.924, loss: 0.192 | Val-acc: 0.842 | time: 4.5
[Epoch 12] Train-acc: 0.937, loss: 0.162 | Val-acc: 0.862 | time: 4.4
[Epoch 13] Train-acc: 0.938, loss: 0.162 | Val-acc: 0.863 | time: 4.7
[Epoch 14] Train-acc: 0.934, loss: 0.170 | Val-acc: 0.869 | time: 4.5
[Epoch 15] Train-acc: 0.937, loss: 0.154 | Val-acc: 0.867 | time: 4.3
[Epoch 16] Train-acc: 0.936, loss: 0.162 | Val-acc: 0.860 | time: 4.5
[Epoch 17] Train-acc: 0.953, loss: 0.124 | Val-acc: 0.871 | time: 4.3
[Epoch 18] Train-acc: 0.945, loss: 0.133 | Val-acc: 0.869 | time: 4.3
[Epoch 19] Train-acc: 0.944, loss: 0.134 | Val-acc: 0.865 | time: 4.5
[Epoch 20] Train-acc: 0.937, loss: 0.146 | Val-acc: 0.871 | time: 4.4
[Epoch 21] Train-acc: 0.958, loss: 0.111 | Val-acc: 0.872 | time: 4.4
[Epoch 22] Train-acc: 0.945, loss: 0.138 | Val-acc: 0.878 | time: 4.4
[Epoch 23] Train-acc: 0.957, loss: 0.118 | Val-acc: 0.867 | time: 4.5
[Epoch 24] Train-acc: 0.950, loss: 0.133 | Val-acc: 0.865 | time: 4.5
[Epoch 25] Train-acc: 0.948, loss: 0.128 | Val-acc: 0.854 | time: 4.6
[Epoch 26] Train-acc: 0.954, loss: 0.128 | Val-acc: 0.865 | time: 4.5
[Epoch 27] Train-acc: 0.954, loss: 0.111 | Val-acc: 0.881 | time: 4.4
[Epoch 28] Train-acc: 0.952, loss: 0.124 | Val-acc: 0.874 | time: 4.7
[Epoch 29] Train-acc: 0.957, loss: 0.107 | Val-acc: 0.860 | time: 4.5
[Epoch 30] Train-acc: 0.957, loss: 0.102 | Val-acc: 0.871 | time: 4.5
[Epoch 31] Train-acc: 0.960, loss: 0.105 | Val-acc: 0.869 | time: 4.4
[Epoch 32] Train-acc: 0.959, loss: 0.105 | Val-acc: 0.863 | time: 4.5
[Epoch 33] Train-acc: 0.955, loss: 0.120 | Val-acc: 0.862 | time: 4.5
[Epoch 34] Train-acc: 0.959, loss: 0.107 | Val-acc: 0.872 | time: 4.3
[Epoch 35] Train-acc: 0.958, loss: 0.111 | Val-acc: 0.860 | time: 4.6
[Epoch 36] Train-acc: 0.959, loss: 0.095 | Val-acc: 0.869 | time: 4.4
[Epoch 37] Train-acc: 0.955, loss: 0.118 | Val-acc: 0.874 | time: 4.6
[Epoch 38] Train-acc: 0.955, loss: 0.106 | Val-acc: 0.872 | time: 4.5
[Epoch 39] Train-acc: 0.958, loss: 0.105 | Val-acc: 0.872 | time: 4.5
[Epoch 40] Train-acc: 0.955, loss: 0.118 | Val-acc: 0.878 | time: 4.5
[Epoch 41] Train-acc: 0.966, loss: 0.091 | Val-acc: 0.874 | time: 4.5
[Epoch 42] Train-acc: 0.964, loss: 0.099 | Val-acc: 0.874 | time: 4.5
[Epoch 43] Train-acc: 0.962, loss: 0.100 | Val-acc: 0.879 | time: 4.5
[Epoch 44] Train-acc: 0.967, loss: 0.087 | Val-acc: 0.876 | time: 4.5
[Epoch 45] Train-acc: 0.964, loss: 0.095 | Val-acc: 0.874 | time: 4.4
[Epoch 46] Train-acc: 0.970, loss: 0.096 | Val-acc: 0.876 | time: 4.4
[Epoch 47] Train-acc: 0.960, loss: 0.103 | Val-acc: 0.876 | time: 4.3
[Epoch 48] Train-acc: 0.972, loss: 0.084 | Val-acc: 0.888 | time: 4.5
[Epoch 49] Train-acc: 0.969, loss: 0.088 | Val-acc: 0.879 | time: 4.5
[Epoch 50] Train-acc: 0.967, loss: 0.088 | Val-acc: 0.881 | time: 4.6
[Epoch 51] Train-acc: 0.964, loss: 0.091 | Val-acc: 0.879 | time: 4.5
[Epoch 52] Train-acc: 0.967, loss: 0.087 | Val-acc: 0.887 | time: 4.5
[Epoch 53] Train-acc: 0.972, loss: 0.080 | Val-acc: 0.879 | time: 4.4
[Epoch 54] Train-acc: 0.970, loss: 0.091 | Val-acc: 0.883 | time: 4.5
[Epoch 55] Train-acc: 0.973, loss: 0.081 | Val-acc: 0.878 | time: 4.5
[Epoch 56] Train-acc: 0.966, loss: 0.088 | Val-acc: 0.888 | time: 4.4
[Epoch 57] Train-acc: 0.961, loss: 0.110 | Val-acc: 0.878 | time: 4.6
[Epoch 58] Train-acc: 0.970, loss: 0.079 | Val-acc: 0.887 | time: 4.6
[Epoch 59] Train-acc: 0.967, loss: 0.087 | Val-acc: 0.879 | time: 4.5
[Epoch 60] Train-acc: 0.971, loss: 0.080 | Val-acc: 0.885 | time: 4.5
[Epoch 61] Train-acc: 0.962, loss: 0.090 | Val-acc: 0.883 | time: 4.5
[Epoch 62] Train-acc: 0.972, loss: 0.078 | Val-acc: 0.888 | time: 4.6
[Epoch 63] Train-acc: 0.957, loss: 0.112 | Val-acc: 0.879 | time: 4.6
[Epoch 64] Train-acc: 0.970, loss: 0.081 | Val-acc: 0.885 | time: 4.6
[Epoch 65] Train-acc: 0.971, loss: 0.081 | Val-acc: 0.881 | time: 4.5
[Epoch 66] Train-acc: 0.970, loss: 0.083 | Val-acc: 0.876 | time: 4.5
[Epoch 67] Train-acc: 0.970, loss: 0.078 | Val-acc: 0.881 | time: 4.4
