Namespace(batch_size=64, data='/media/atsg/Data/datasets/SUN_ARM_project', input_sz=112, lr=0.001, lr_factor=0.75, model='mobilenet0.5', momentum=0.9, num_class=2, num_gpus=1, num_workers=4, wd=0.0001)
[Epoch 0] Train-acc: 0.652, loss: 0.786 | Val-acc: 0.730 | time: 8.0
[Epoch 1] Train-acc: 0.763, loss: 0.559 | Val-acc: 0.741 | time: 4.6
[Epoch 2] Train-acc: 0.793, loss: 0.470 | Val-acc: 0.788 | time: 4.4
[Epoch 3] Train-acc: 0.806, loss: 0.437 | Val-acc: 0.781 | time: 4.4
[Epoch 4] Train-acc: 0.834, loss: 0.389 | Val-acc: 0.809 | time: 4.4
[Epoch 5] Train-acc: 0.836, loss: 0.360 | Val-acc: 0.824 | time: 4.3
[Epoch 6] Train-acc: 0.842, loss: 0.356 | Val-acc: 0.826 | time: 4.5
[Epoch 7] Train-acc: 0.855, loss: 0.342 | Val-acc: 0.806 | time: 4.4
[Epoch 8] Train-acc: 0.863, loss: 0.332 | Val-acc: 0.809 | time: 4.6
[Epoch 9] Train-acc: 0.874, loss: 0.299 | Val-acc: 0.835 | time: 4.3
[Epoch 10] Train-acc: 0.877, loss: 0.296 | Val-acc: 0.820 | time: 4.3
[Epoch 11] Train-acc: 0.885, loss: 0.294 | Val-acc: 0.829 | time: 4.4
[Epoch 12] Train-acc: 0.878, loss: 0.285 | Val-acc: 0.845 | time: 4.4
[Epoch 13] Train-acc: 0.904, loss: 0.255 | Val-acc: 0.838 | time: 4.5
[Epoch 14] Train-acc: 0.895, loss: 0.246 | Val-acc: 0.840 | time: 4.3
[Epoch 15] Train-acc: 0.894, loss: 0.263 | Val-acc: 0.842 | time: 4.4
[Epoch 16] Train-acc: 0.892, loss: 0.257 | Val-acc: 0.835 | time: 4.5
[Epoch 17] Train-acc: 0.901, loss: 0.249 | Val-acc: 0.835 | time: 4.3
[Epoch 18] Train-acc: 0.899, loss: 0.246 | Val-acc: 0.833 | time: 4.4
[Epoch 19] Train-acc: 0.895, loss: 0.253 | Val-acc: 0.851 | time: 4.3
[Epoch 20] Train-acc: 0.894, loss: 0.246 | Val-acc: 0.851 | time: 4.4
[Epoch 21] Train-acc: 0.895, loss: 0.249 | Val-acc: 0.829 | time: 4.5
[Epoch 22] Train-acc: 0.911, loss: 0.216 | Val-acc: 0.840 | time: 4.3
[Epoch 23] Train-acc: 0.900, loss: 0.219 | Val-acc: 0.831 | time: 4.4
[Epoch 24] Train-acc: 0.899, loss: 0.230 | Val-acc: 0.838 | time: 4.5
[Epoch 25] Train-acc: 0.909, loss: 0.216 | Val-acc: 0.845 | time: 4.5
[Epoch 26] Train-acc: 0.907, loss: 0.223 | Val-acc: 0.835 | time: 4.3
[Epoch 27] Train-acc: 0.900, loss: 0.219 | Val-acc: 0.836 | time: 4.5
[Epoch 28] Train-acc: 0.920, loss: 0.192 | Val-acc: 0.836 | time: 4.4
[Epoch 29] Train-acc: 0.924, loss: 0.193 | Val-acc: 0.840 | time: 4.4
[Epoch 30] Train-acc: 0.921, loss: 0.193 | Val-acc: 0.831 | time: 4.4
[Epoch 31] Train-acc: 0.930, loss: 0.179 | Val-acc: 0.833 | time: 4.6
[Epoch 32] Train-acc: 0.923, loss: 0.193 | Val-acc: 0.836 | time: 4.4
[Epoch 33] Train-acc: 0.925, loss: 0.195 | Val-acc: 0.847 | time: 4.5
[Epoch 34] Train-acc: 0.915, loss: 0.204 | Val-acc: 0.835 | time: 4.4
[Epoch 35] Train-acc: 0.923, loss: 0.195 | Val-acc: 0.851 | time: 4.3
[Epoch 36] Train-acc: 0.925, loss: 0.180 | Val-acc: 0.856 | time: 4.3
[Epoch 37] Train-acc: 0.923, loss: 0.186 | Val-acc: 0.836 | time: 4.8
[Epoch 38] Train-acc: 0.929, loss: 0.185 | Val-acc: 0.853 | time: 5.5
[Epoch 39] Train-acc: 0.925, loss: 0.197 | Val-acc: 0.849 | time: 4.7
