Namespace(batch_size=128, input_sz=112, log_interval=200, lr=0.01, lr_decay=0.7, lr_decay_epoch='10,20,30,40,50,70,110,150,200,500,900,1400', lr_decay_period=0, lr_mode='step', model='arm_network_v3.4', momentum=0.9, num_class=2, num_epochs=2000, num_gpus=1, num_workers=6, resume_epoch=0, resume_params='pretrained/ImageNet_v3.4_3452.params', resume_states='', save_frequency=10, warmup_epochs=0, wd=0.0001)
[Epoch 0] Train-acc: 0.651, loss: 1.811 | Val-acc-top1: 0.543 | time: 2.1 | Speed: 1056.73 samples/sec | lr: 0.01000000
[Epoch 1] Train-acc: 0.720, loss: 0.651 | Val-acc-top1: 0.705 | time: 1.6 | Speed: 1417.65 samples/sec | lr: 0.01000000
[Epoch 2] Train-acc: 0.792, loss: 0.482 | Val-acc-top1: 0.784 | time: 1.6 | Speed: 1414.90 samples/sec | lr: 0.01000000
[Epoch 3] Train-acc: 0.809, loss: 0.440 | Val-acc-top1: 0.727 | time: 1.6 | Speed: 1381.16 samples/sec | lr: 0.01000000
[Epoch 4] Train-acc: 0.834, loss: 0.397 | Val-acc-top1: 0.815 | time: 1.5 | Speed: 1420.36 samples/sec | lr: 0.01000000
[Epoch 5] Train-acc: 0.837, loss: 0.362 | Val-acc-top1: 0.736 | time: 1.6 | Speed: 1405.68 samples/sec | lr: 0.01000000
[Epoch 6] Train-acc: 0.845, loss: 0.374 | Val-acc-top1: 0.791 | time: 1.6 | Speed: 1400.45 samples/sec | lr: 0.01000000
[Epoch 7] Train-acc: 0.829, loss: 0.369 | Val-acc-top1: 0.813 | time: 1.6 | Speed: 1412.62 samples/sec | lr: 0.01000000
[Epoch 8] Train-acc: 0.849, loss: 0.360 | Val-acc-top1: 0.824 | time: 1.5 | Speed: 1446.68 samples/sec | lr: 0.01000000
[Epoch 9] Train-acc: 0.854, loss: 0.350 | Val-acc-top1: 0.804 | time: 1.5 | Speed: 1440.76 samples/sec | lr: 0.00700000
[Epoch 10] Train-acc: 0.845, loss: 0.352 | Val-acc-top1: 0.836 | time: 1.5 | Speed: 1478.80 samples/sec | lr: 0.00700000
[Epoch 11] Train-acc: 0.863, loss: 0.320 | Val-acc-top1: 0.826 | time: 1.5 | Speed: 1451.25 samples/sec | lr: 0.00700000
[Epoch 12] Train-acc: 0.857, loss: 0.317 | Val-acc-top1: 0.829 | time: 1.5 | Speed: 1430.43 samples/sec | lr: 0.00700000
[Epoch 13] Train-acc: 0.870, loss: 0.309 | Val-acc-top1: 0.757 | time: 1.5 | Speed: 1421.40 samples/sec | lr: 0.00700000
[Epoch 14] Train-acc: 0.859, loss: 0.308 | Val-acc-top1: 0.824 | time: 1.6 | Speed: 1383.44 samples/sec | lr: 0.00700000
[Epoch 15] Train-acc: 0.856, loss: 0.328 | Val-acc-top1: 0.835 | time: 1.5 | Speed: 1429.57 samples/sec | lr: 0.00700000
[Epoch 16] Train-acc: 0.871, loss: 0.306 | Val-acc-top1: 0.802 | time: 1.5 | Speed: 1425.28 samples/sec | lr: 0.00700000
[Epoch 17] Train-acc: 0.865, loss: 0.329 | Val-acc-top1: 0.817 | time: 1.6 | Speed: 1418.52 samples/sec | lr: 0.00700000
[Epoch 18] Train-acc: 0.852, loss: 0.330 | Val-acc-top1: 0.851 | time: 1.6 | Speed: 1410.21 samples/sec | lr: 0.00490000
[Epoch 19] Train-acc: 0.868, loss: 0.305 | Val-acc-top1: 0.826 | time: 1.6 | Speed: 1417.10 samples/sec | lr: 0.00490000
[Epoch 20] Train-acc: 0.884, loss: 0.284 | Val-acc-top1: 0.840 | time: 1.6 | Speed: 1402.51 samples/sec | lr: 0.00490000
[Epoch 21] Train-acc: 0.885, loss: 0.270 | Val-acc-top1: 0.835 | time: 1.6 | Speed: 1401.66 samples/sec | lr: 0.00490000
[Epoch 22] Train-acc: 0.887, loss: 0.260 | Val-acc-top1: 0.815 | time: 1.6 | Speed: 1357.79 samples/sec | lr: 0.00490000
[Epoch 23] Train-acc: 0.874, loss: 0.302 | Val-acc-top1: 0.826 | time: 1.5 | Speed: 1424.94 samples/sec | lr: 0.00490000
[Epoch 24] Train-acc: 0.872, loss: 0.288 | Val-acc-top1: 0.824 | time: 1.6 | Speed: 1392.59 samples/sec | lr: 0.00490000
[Epoch 25] Train-acc: 0.871, loss: 0.301 | Val-acc-top1: 0.826 | time: 1.5 | Speed: 1454.15 samples/sec | lr: 0.00490000
[Epoch 26] Train-acc: 0.883, loss: 0.277 | Val-acc-top1: 0.827 | time: 1.6 | Speed: 1410.55 samples/sec | lr: 0.00490000
[Epoch 27] Train-acc: 0.886, loss: 0.266 | Val-acc-top1: 0.833 | time: 1.5 | Speed: 1435.11 samples/sec | lr: 0.00490000
[Epoch 28] Train-acc: 0.880, loss: 0.273 | Val-acc-top1: 0.844 | time: 1.5 | Speed: 1428.78 samples/sec | lr: 0.00343000
[Epoch 29] Train-acc: 0.885, loss: 0.255 | Val-acc-top1: 0.831 | time: 1.6 | Speed: 1398.66 samples/sec | lr: 0.00343000
[Epoch 30] Train-acc: 0.884, loss: 0.267 | Val-acc-top1: 0.827 | time: 1.6 | Speed: 1404.15 samples/sec | lr: 0.00343000
[Epoch 31] Train-acc: 0.887, loss: 0.273 | Val-acc-top1: 0.817 | time: 1.5 | Speed: 1439.86 samples/sec | lr: 0.00343000
[Epoch 32] Train-acc: 0.878, loss: 0.281 | Val-acc-top1: 0.831 | time: 1.6 | Speed: 1384.66 samples/sec | lr: 0.00343000
[Epoch 33] Train-acc: 0.905, loss: 0.236 | Val-acc-top1: 0.845 | time: 1.5 | Speed: 1421.23 samples/sec | lr: 0.00343000
