Namespace(batch_size=128, input_sz=180, log_interval=200, lr=0.01, lr_decay=0.7, lr_decay_epoch='10,20,30,40,50,70,110,150,200,500,900,1400', lr_decay_period=0, lr_mode='step', model='arm_network_v4.3', momentum=0.9, num_class=2, num_epochs=2000, num_gpus=1, num_workers=6, resume_epoch=0, resume_params='pretrained/ImageNet_v4.3_4150.params', resume_states='', save_frequency=10, warmup_epochs=0, wd=0.0001)
[Epoch 0] Train-acc: 0.659, loss: 1.952 | Val-acc-top1: 0.592 | time: 4.4 | Speed: 384.76 samples/sec | lr: 0.01000000
[Epoch 1] Train-acc: 0.752, loss: 0.663 | Val-acc-top1: 0.779 | time: 2.5 | Speed: 684.67 samples/sec | lr: 0.01000000
[Epoch 2] Train-acc: 0.799, loss: 0.447 | Val-acc-top1: 0.855 | time: 2.4 | Speed: 718.67 samples/sec | lr: 0.01000000
[Epoch 3] Train-acc: 0.834, loss: 0.372 | Val-acc-top1: 0.872 | time: 2.3 | Speed: 749.51 samples/sec | lr: 0.01000000
[Epoch 4] Train-acc: 0.865, loss: 0.352 | Val-acc-top1: 0.881 | time: 2.4 | Speed: 694.79 samples/sec | lr: 0.01000000
[Epoch 5] Train-acc: 0.865, loss: 0.310 | Val-acc-top1: 0.886 | time: 2.3 | Speed: 727.98 samples/sec | lr: 0.01000000
[Epoch 6] Train-acc: 0.877, loss: 0.315 | Val-acc-top1: 0.890 | time: 2.3 | Speed: 731.69 samples/sec | lr: 0.01000000
[Epoch 7] Train-acc: 0.868, loss: 0.295 | Val-acc-top1: 0.904 | time: 2.4 | Speed: 722.36 samples/sec | lr: 0.01000000
[Epoch 8] Train-acc: 0.872, loss: 0.286 | Val-acc-top1: 0.890 | time: 2.4 | Speed: 696.86 samples/sec | lr: 0.01000000
[Epoch 9] Train-acc: 0.875, loss: 0.275 | Val-acc-top1: 0.921 | time: 2.5 | Speed: 692.69 samples/sec | lr: 0.00700000
[Epoch 10] Train-acc: 0.898, loss: 0.250 | Val-acc-top1: 0.928 | time: 2.5 | Speed: 689.54 samples/sec | lr: 0.00700000
[Epoch 11] Train-acc: 0.901, loss: 0.242 | Val-acc-top1: 0.921 | time: 2.5 | Speed: 673.16 samples/sec | lr: 0.00700000
[Epoch 12] Train-acc: 0.899, loss: 0.241 | Val-acc-top1: 0.928 | time: 2.6 | Speed: 657.74 samples/sec | lr: 0.00700000
[Epoch 13] Train-acc: 0.892, loss: 0.249 | Val-acc-top1: 0.928 | time: 2.4 | Speed: 722.17 samples/sec | lr: 0.00700000
[Epoch 14] Train-acc: 0.896, loss: 0.241 | Val-acc-top1: 0.932 | time: 2.4 | Speed: 695.04 samples/sec | lr: 0.00700000
[Epoch 15] Train-acc: 0.905, loss: 0.226 | Val-acc-top1: 0.925 | time: 2.4 | Speed: 699.91 samples/sec | lr: 0.00700000
[Epoch 16] Train-acc: 0.909, loss: 0.238 | Val-acc-top1: 0.932 | time: 2.5 | Speed: 682.08 samples/sec | lr: 0.00700000
[Epoch 17] Train-acc: 0.904, loss: 0.235 | Val-acc-top1: 0.942 | time: 2.6 | Speed: 654.87 samples/sec | lr: 0.00700000
[Epoch 18] Train-acc: 0.916, loss: 0.217 | Val-acc-top1: 0.939 | time: 2.5 | Speed: 681.84 samples/sec | lr: 0.00490000
[Epoch 19] Train-acc: 0.908, loss: 0.216 | Val-acc-top1: 0.951 | time: 2.4 | Speed: 705.79 samples/sec | lr: 0.00490000
[Epoch 20] Train-acc: 0.913, loss: 0.218 | Val-acc-top1: 0.937 | time: 2.5 | Speed: 691.06 samples/sec | lr: 0.00490000
[Epoch 21] Train-acc: 0.922, loss: 0.193 | Val-acc-top1: 0.939 | time: 2.5 | Speed: 680.12 samples/sec | lr: 0.00490000
[Epoch 22] Train-acc: 0.912, loss: 0.209 | Val-acc-top1: 0.960 | time: 2.5 | Speed: 691.03 samples/sec | lr: 0.00490000
[Epoch 23] Train-acc: 0.931, loss: 0.179 | Val-acc-top1: 0.949 | time: 2.5 | Speed: 668.21 samples/sec | lr: 0.00490000
[Epoch 24] Train-acc: 0.922, loss: 0.202 | Val-acc-top1: 0.946 | time: 2.5 | Speed: 684.06 samples/sec | lr: 0.00490000
[Epoch 25] Train-acc: 0.931, loss: 0.188 | Val-acc-top1: 0.953 | time: 2.4 | Speed: 715.93 samples/sec | lr: 0.00490000
[Epoch 26] Train-acc: 0.914, loss: 0.211 | Val-acc-top1: 0.951 | time: 2.5 | Speed: 670.50 samples/sec | lr: 0.00490000
[Epoch 27] Train-acc: 0.928, loss: 0.186 | Val-acc-top1: 0.953 | time: 2.5 | Speed: 678.18 samples/sec | lr: 0.00343000
[Epoch 28] Train-acc: 0.914, loss: 0.207 | Val-acc-top1: 0.958 | time: 2.3 | Speed: 724.30 samples/sec | lr: 0.00343000
[Epoch 29] Train-acc: 0.923, loss: 0.186 | Val-acc-top1: 0.972 | time: 2.4 | Speed: 704.43 samples/sec | lr: 0.00343000
[Epoch 30] Train-acc: 0.927, loss: 0.179 | Val-acc-top1: 0.965 | time: 2.5 | Speed: 689.46 samples/sec | lr: 0.00343000
