Namespace(batch_size=128, dtype='float32', hard_weight=0.5, input_sz=224, label_smoothing=False, log_interval=200, lr=0.01, lr_decay=0.7, lr_decay_epoch='10,20,30,40,50,70,110,150,200,500,900,1400', lr_decay_period=0, lr_mode='step', mode='hybrid', model='mobilenet0.5', momentum=0.9, num_class=2, num_epochs=2000, num_gpus=1, num_workers=8, resume_epoch=0, resume_params='', resume_states='', save_frequency=200, teacher=None, temperature=20, warmup_epochs=0, wd=0.0001)
[Epoch 0] Train-acc: 0.750, loss: 0.569 | Val-acc-top1: 0.799 | time: 12.7 | Speed: 133.03 samples/sec | lr: 0.01000000
[Epoch 1] Train-acc: 0.854, loss: 0.377 | Val-acc-top1: 0.829 | time: 4.0 | Speed: 426.02 samples/sec | lr: 0.01000000
[Epoch 2] Train-acc: 0.871, loss: 0.312 | Val-acc-top1: 0.789 | time: 4.0 | Speed: 423.90 samples/sec | lr: 0.01000000
[Epoch 3] Train-acc: 0.868, loss: 0.333 | Val-acc-top1: 0.820 | time: 4.0 | Speed: 422.71 samples/sec | lr: 0.01000000
[Epoch 4] Train-acc: 0.881, loss: 0.284 | Val-acc-top1: 0.857 | time: 4.0 | Speed: 427.04 samples/sec | lr: 0.01000000
[Epoch 5] Train-acc: 0.918, loss: 0.191 | Val-acc-top1: 0.836 | time: 4.0 | Speed: 427.79 samples/sec | lr: 0.01000000
[Epoch 6] Train-acc: 0.915, loss: 0.200 | Val-acc-top1: 0.902 | time: 4.0 | Speed: 422.80 samples/sec | lr: 0.01000000
[Epoch 7] Train-acc: 0.919, loss: 0.206 | Val-acc-top1: 0.871 | time: 4.0 | Speed: 425.38 samples/sec | lr: 0.01000000
[Epoch 8] Train-acc: 0.933, loss: 0.173 | Val-acc-top1: 0.885 | time: 4.0 | Speed: 427.48 samples/sec | lr: 0.01000000
[Epoch 9] Train-acc: 0.949, loss: 0.143 | Val-acc-top1: 0.878 | time: 4.0 | Speed: 423.72 samples/sec | lr: 0.00700000
[Epoch 10] Train-acc: 0.942, loss: 0.152 | Val-acc-top1: 0.895 | time: 4.0 | Speed: 426.46 samples/sec | lr: 0.00700000
[Epoch 11] Train-acc: 0.940, loss: 0.136 | Val-acc-top1: 0.913 | time: 4.0 | Speed: 423.73 samples/sec | lr: 0.00700000
[Epoch 12] Train-acc: 0.947, loss: 0.135 | Val-acc-top1: 0.897 | time: 3.9 | Speed: 431.21 samples/sec | lr: 0.00700000
[Epoch 13] Train-acc: 0.949, loss: 0.131 | Val-acc-top1: 0.909 | time: 4.0 | Speed: 423.12 samples/sec | lr: 0.00700000
[Epoch 14] Train-acc: 0.955, loss: 0.135 | Val-acc-top1: 0.892 | time: 4.0 | Speed: 421.09 samples/sec | lr: 0.00700000
[Epoch 15] Train-acc: 0.954, loss: 0.116 | Val-acc-top1: 0.904 | time: 4.0 | Speed: 425.04 samples/sec | lr: 0.00700000
[Epoch 16] Train-acc: 0.958, loss: 0.110 | Val-acc-top1: 0.925 | time: 4.0 | Speed: 422.20 samples/sec | lr: 0.00700000
[Epoch 17] Train-acc: 0.958, loss: 0.103 | Val-acc-top1: 0.911 | time: 4.0 | Speed: 423.15 samples/sec | lr: 0.00700000
[Epoch 18] Train-acc: 0.969, loss: 0.088 | Val-acc-top1: 0.892 | time: 4.0 | Speed: 422.73 samples/sec | lr: 0.00490000
[Epoch 19] Train-acc: 0.956, loss: 0.111 | Val-acc-top1: 0.909 | time: 4.0 | Speed: 428.42 samples/sec | lr: 0.00490000
[Epoch 20] Train-acc: 0.955, loss: 0.121 | Val-acc-top1: 0.906 | time: 4.0 | Speed: 423.32 samples/sec | lr: 0.00490000
[Epoch 21] Train-acc: 0.963, loss: 0.114 | Val-acc-top1: 0.904 | time: 4.0 | Speed: 428.48 samples/sec | lr: 0.00490000
[Epoch 22] Train-acc: 0.969, loss: 0.095 | Val-acc-top1: 0.904 | time: 4.0 | Speed: 426.44 samples/sec | lr: 0.00490000
[Epoch 23] Train-acc: 0.971, loss: 0.078 | Val-acc-top1: 0.911 | time: 4.0 | Speed: 424.78 samples/sec | lr: 0.00490000
[Epoch 24] Train-acc: 0.959, loss: 0.118 | Val-acc-top1: 0.911 | time: 4.0 | Speed: 427.36 samples/sec | lr: 0.00490000
[Epoch 25] Train-acc: 0.966, loss: 0.118 | Val-acc-top1: 0.911 | time: 4.0 | Speed: 420.86 samples/sec | lr: 0.00490000
[Epoch 26] Train-acc: 0.958, loss: 0.096 | Val-acc-top1: 0.906 | time: 4.1 | Speed: 411.61 samples/sec | lr: 0.00490000
[Epoch 27] Train-acc: 0.966, loss: 0.082 | Val-acc-top1: 0.897 | time: 4.0 | Speed: 423.47 samples/sec | lr: 0.00343000
[Epoch 28] Train-acc: 0.965, loss: 0.080 | Val-acc-top1: 0.909 | time: 4.1 | Speed: 418.12 samples/sec | lr: 0.00343000
[Epoch 29] Train-acc: 0.972, loss: 0.074 | Val-acc-top1: 0.916 | time: 4.1 | Speed: 417.75 samples/sec | lr: 0.00343000
[Epoch 30] Train-acc: 0.967, loss: 0.079 | Val-acc-top1: 0.918 | time: 4.0 | Speed: 422.50 samples/sec | lr: 0.00343000
[Epoch 31] Train-acc: 0.976, loss: 0.059 | Val-acc-top1: 0.909 | time: 4.0 | Speed: 425.73 samples/sec | lr: 0.00343000
[Epoch 32] Train-acc: 0.967, loss: 0.093 | Val-acc-top1: 0.902 | time: 4.0 | Speed: 426.48 samples/sec | lr: 0.00343000
[Epoch 33] Train-acc: 0.970, loss: 0.080 | Val-acc-top1: 0.911 | time: 4.0 | Speed: 421.50 samples/sec | lr: 0.00343000
[Epoch 34] Train-acc: 0.971, loss: 0.076 | Val-acc-top1: 0.911 | time: 4.0 | Speed: 420.07 samples/sec | lr: 0.00343000
[Epoch 35] Train-acc: 0.964, loss: 0.094 | Val-acc-top1: 0.913 | time: 4.2 | Speed: 401.91 samples/sec | lr: 0.00343000
[Epoch 36] Train-acc: 0.969, loss: 0.079 | Val-acc-top1: 0.911 | time: 4.4 | Speed: 385.27 samples/sec | lr: 0.00343000
[Epoch 37] Train-acc: 0.964, loss: 0.088 | Val-acc-top1: 0.913 | time: 4.0 | Speed: 419.66 samples/sec | lr: 0.00240100
